stationid,latitude,longitude,depth,stationdepthunits,areaweight,replicate,sampledate,taxon,abundance,exclude,stratum,finalstratum,salinity,areaweight_all_sites
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Musculista senhousia,42,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Scoletoma sp,30,Yes,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Mediomastus sp,19,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Scoletoma sp C,18,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Exogone dwisula,12,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Theora lubrica,10,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Pseudopolydora paucibranchiata,7,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Prionospio heterobranchia,6,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Leitoscoloplos pugettensis,5,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Maldanidae,5,Yes,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Tagelus affinis,5,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Amphideutopus oculatus,4,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Fabricinuda limnicola,3,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Glycera americana,3,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Heterophoxus cf ellisi,3,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Nassarius tiarula,3,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Petaloclymene pacifica,3,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Phoronis sp,3,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Cirratulidae,2,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Crepidula onyx,2,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Lyonsia californica,2,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Alpheus californiensis,1,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Anoplodactylus erectus,1,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Anthozoa,1,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Iselica ovoidea,1,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Metasychis disparidentatus,1,No,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Phoronidae,1,Yes,Ports,Ports,-88,0.190988
B18-10136,32.67028,-117.1235,10.9,m,0.190988,1,7/27/2018,Rudilemboides stenopropodus,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Scoletoma sp C,48,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Heterophoxus cf ellisi,9,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Pseudopolydora paucibranchiata,8,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Leitoscoloplos pugettensis,7,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Musculista senhousia,7,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Theora lubrica,5,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Grandidierella japonica,4,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Fabricinuda limnicola,3,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Nassarius tiarula,2,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Scoletoma sp,2,Yes,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Tubulanus sp SD1,2,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Amphideutopus oculatus,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Amphipholis squamata,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Diplocirrus sp SD1,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Laevicardium substriatum,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Lyonsia californica,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Mediomastus sp,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Petaloclymene pacifica,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Philine ornatissima,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Phoronidae,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Poecilochaetus sp,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Schmittius politus,1,No,Ports,Ports,-88,0.190988
B18-10137,32.66776,-117.12199,12.2,m,0.190988,1,7/27/2018,Tagelus affinis,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Scoletoma sp C,22,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Leitoscoloplos sp A,9,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Diplocirrus sp SD1,4,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Bivalvia,2,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Tubulanus cingulatus,2,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Anoplodactylus erectus,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Leptosynapta sp,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Mediomastus sp,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Musculista senhousia,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Nassarius tiarula,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Prionospio heterobranchia,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Pseudopolydora paucibranchiata,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Schmittius politus,1,No,Ports,Ports,-88,0.190988
B18-10138,32.666,-117.12,13,m,0.190988,1,8/7/2018,Scoletoma sp A,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Scoletoma sp C,84,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Scoletoma sp,28,Yes,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Musculista senhousia,22,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Pseudopolydora paucibranchiata,12,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Diplocirrus sp SD1,11,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Leitoscoloplos pugettensis,8,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Theora lubrica,7,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Prionospio heterobranchia,5,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Mediomastus sp,4,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Nassarius tiarula,3,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Scolanthus scamiti,3,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Glycera americana,2,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Leptosynapta sp,2,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Petaloclymene pacifica,2,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Tubulanus sp SD1,2,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Ambidexter panamensis,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Cirratulidae,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Cirratulus sp,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Crepipatella lingulata,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Edwardsia californica,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Exogone lourei,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Majoidea,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Malmgreniella sp,1,No,Ports,Ports,-88,0.190988
B18-10139,32.66359,-117.1227,12.6,m,0.190988,1,7/27/2018,Poecilochaetus sp,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Scoletoma sp,27,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Theora lubrica,17,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Scoletoma sp C,16,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Leitoscoloplos pugettensis,14,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Amphideutopus oculatus,3,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Glycera americana,3,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Mediomastus sp,3,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Maldanidae,2,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Anemonactis sp A,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Anoplodactylus erectus,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Edwardsia californica,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Exogone lourei,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Musculista senhousia,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Nassarius tiarula,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Philine ornatissima,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Solen rostriformis,1,No,Ports,Ports,-88,0.190988
B18-10140,32.66056,-117.12296,10.7,m,0.190988,1,7/27/2018,Tubulanus polymorphus,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Amphideutopus oculatus,9,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Scoletoma sp C,9,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Fabricinuda limnicola,6,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Rudilemboides stenopropodus,6,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Scoletoma sp,6,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Mediomastus sp,4,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Monocorophium acherusicum,3,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Petaloclymene pacifica,3,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Prionospio heterobranchia,3,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Amphipholis pugetana,2,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Amphipholis squamata,2,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Diplocirrus sp SD1,2,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Exogone lourei,2,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Glycera americana,2,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Pseudopolydora paucibranchiata,2,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Aruga holmesi,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Crepidula onyx,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Crepipatella lingulata,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Crucibulum spinosum,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Elasmopus sp,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Ericerodes hemphillii,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Euchone limnicola,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Heterophoxus cf ellisi,1,No,Ports,Ports,-88,0.190988
B18-10141,32.66045,-117.12539,13.1,m,0.190988,1,7/27/2018,Tagelus affinis,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Exogone lourei,166,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Pseudopolydora paucibranchiata,161,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Musculista senhousia,79,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Scoletoma sp C,71,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Fabricinuda limnicola,51,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Leitoscoloplos pugettensis,35,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Amphipholis pugetana,30,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Amphipholis squamata,30,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Mediomastus sp,30,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Podocerus fulanus,29,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Prionospio heterobranchia,23,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Scoletoma sp,20,Yes,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Paracerceis sculpta,14,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Rudilemboides stenopropodus,13,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Amphideutopus oculatus,10,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Panopeidae,9,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Actiniaria,8,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Actiniaria sp 1,8,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Crepidula onyx,6,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Baseodiscus delineatus,5,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Bemlos macromanus,5,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Chondrochelia dubia Cmplx,5,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Heterophoxus cf ellisi,5,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Neanthes acuminata Cmplx,5,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Paranemertes californica,5,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Tagelus affinis,5,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Zeuxo normani Cmplx,4,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Ericerodes hemphillii,3,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Hartmanodes sp SD1,3,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Nassarius tiarula,3,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Diplocirrus sp SD1,2,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Harmothoe imbricata Cmplx,2,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Lyonsia californica,2,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Mysidopsis californica,2,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Phoronidae,2,Yes,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Phoronis sp,2,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Acteocina carinata,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Barleeia haliotiphila,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Capitella capitata Cmplx,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Caprella californica Cmplx,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Cirratulidae,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Dorvillea (Schistomeringos) longicornis,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Edwardsia californica,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Eteone brigitteae,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Grandidierella japonica,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Hippolyte californiensis,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Leptosynapta sp,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Paracaprella sp SD1,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Postasterope barnesi,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Psammotreta obesa,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Pseudotanais makrothrix,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Solen rostriformis,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Theora lubrica,1,No,Ports,Ports,-88,0.190988
B18-10142,32.66009,-117.11918,6.2,m,0.190988,1,7/27/2018,Tubulanus sp SD1,1,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Fabricinuda limnicola,28,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Amphideutopus oculatus,26,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Scoletoma sp,23,Yes,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Scoletoma sp C,16,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Musculista senhousia,13,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Mediomastus sp,11,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Petaloclymene pacifica,8,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Maldanidae,6,Yes,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Pseudopolydora paucibranchiata,5,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Diplocirrus sp SD1,3,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Ericerodes hemphillii,3,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Exogone lourei,3,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Rudilemboides stenopropodus,3,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Aruga holmesi,2,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Crepidula sp,2,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Leitoscoloplos pugettensis,2,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Nassarius tiarula,2,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Amphipholis pugetana,1,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Amphipholis squamata,1,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Crepipatella lingulata,1,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Ericthonius brasiliensis,1,No,Ports,Ports,-88,0.190988
B18-10143,32.65763121,-117.1231219,11,m,0.190988,1,7/30/2018,Euclymeninae sp A,1,No,Ports,Ports,-88,0.190988
