"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NumOfCrustaceanTaxa","CrustaceanAbun","M_insidiosumAbun","A_diegensisAbun","G_littoreaAbun","NIT"
"B18-10171",1-01-01,1,10,3,1,2,0,0,0,-0.2
"B18-10172",1-01-01,1,19,12,3,14,0,0,0,0
"B18-10173",1-01-01,1,19,6,6,53,0,0,0,-0.1
"B18-10174",1-01-01,1,33,9,10,47,0,3,0,-0.1
"B18-10175",1-01-01,1,9,7,0,0,0,0,0,0
"B18-10176",1-01-01,1,25,10,6,390,68,0,0,-0.2
"B18-10177",1-01-01,1,14,5,4,18,0,0,0,-0.1
"B18-10178",1-01-01,1,11,4,1,3,0,0,0,0
"B18-10179",1-01-01,1,32,4,8,17,0,0,0,-0.1
"B18-10180",1-01-01,1,11,5,2,2,0,0,0,0
"B18-10181",1-01-01,1,34,8,2,3,0,0,0,0
"B18-10182",1-01-01,1,19,10,2,34,0,0,0,0
"B18-10184",1-01-01,1,0,0,0,0,0,0,0,0
"B18-10188",1-01-01,1,9,1,3,2144,1875,0,0,-0.1
"B18-10192",1-01-01,1,1,0,0,0,0,0,0,-0.1
"B18-10193",1-01-01,1,1,0,1,1,0,0,0,0
"B18-10194",1-01-01,1,26,7,9,89,0,0,0,-0.2
"B18-10195",1-01-01,1,7,2,2,24,13,0,0,-0.2
"B18-10196",1-01-01,1,7,5,2,5,2,0,0,0
"B18-10197",1-01-01,1,13,5,5,64,33,0,0,-0.2
"B18-10198",1-01-01,1,14,5,2,16,6,1,0,-0.1
"B18-10199",1-01-01,1,15,4,6,1099,0,0,0,-0.2
"B18-10200",1-01-01,1,13,3,4,34,0,0,0,-0.2
"B18-10201",1-01-01,1,40,8,12,408,0,0,0,-0.2
"B18-10201",1-01-01,2,48,10,16,844,0,0,0,-0.2
"B18-10203",1-01-01,1,56,6,11,28,0,0,0,0
"B18-10206",1-01-01,1,116,14,19,185,0,0,0,-0.1
"B18-10207",1-01-01,1,89,8,19,205,0,0,0,0
"B18-10208",1-01-01,1,62,14,12,101,0,0,8,0
"B18-10209",1-01-01,1,49,11,8,28,0,0,6,0
"B18-10210",1-01-01,1,39,11,9,83,0,0,0,0
"B18-10211",1-01-01,1,70,14,10,48,0,0,3,0
"B18-10212",1-01-01,1,37,13,5,14,0,0,1,0
"B18-10213",1-01-01,1,92,15,16,118,0,0,0,0
"B18-10214",1-01-01,1,42,9,10,16,0,0,0,0
"B18-10215",1-01-01,1,49,13,12,141,0,0,2,0
"B18-10216",1-01-01,1,60,5,18,98,0,0,0,0
"B18-10217",1-01-01,1,47,8,14,75,0,0,2,0
"B18-10218",1-01-01,1,78,9,14,99,0,0,0,0
"B18-10219",1-01-01,1,61,10,10,93,0,0,1,0
"B18-10220",1-01-01,1,39,4,13,27,0,0,12,0
"B18-10222",1-01-01,1,68,4,14,81,0,0,1,0
"B18-10223",1-01-01,1,41,6,4,36,0,0,6,0
"B18-10224",1-01-01,1,118,7,15,67,0,0,0,-0.1
"B18-10225",1-01-01,1,85,13,15,159,0,0,0,0
"B18-10226",1-01-01,1,81,7,14,100,0,0,0,0
"B18-10227",1-01-01,1,70,11,23,85,0,0,15,0
"B18-10228",1-01-01,1,42,2,10,15,0,0,0,0
"B18-10229",1-01-01,1,68,10,19,75,0,0,3,0
"B18-10230",1-01-01,1,52,5,13,43,0,0,1,0
"B18-10231",1-01-01,1,60,7,13,45,0,0,0,0
"B18-10232",1-01-01,1,34,2,9,18,0,0,2,0
"B18-10233",1-01-01,1,50,6,3,8,0,0,0,0
"B18-10237",1-01-01,1,42,10,2,2,0,0,13,0
"B18-10238",1-01-01,1,57,6,7,13,0,0,5,0
"B18-10239",1-01-01,1,30,7,2,2,0,0,21,0
"B18-10240",1-01-01,1,56,11,18,67,0,0,0,0
"B18-10241",1-01-01,1,71,8,8,19,0,0,0,0
"B18-10242",1-01-01,1,43,5,7,19,0,0,0,0
"B18-10243",1-01-01,1,90,10,21,159,0,0,0,-0.2
"B18-10244",1-01-01,1,62,7,16,50,0,0,0,-0.1
"B18-10245",1-01-01,1,48,7,10,16,0,0,0,0
"B18-10246",1-01-01,1,63,6,13,57,0,0,0,-0.1
"B18-10247",1-01-01,1,20,2,2,3,0,0,0,0
"B18-10248",1-01-01,1,34,3,5,7,0,0,0,0
"B18-10249",1-01-01,1,66,11,11,53,0,0,0,0
"B18-10250",1-01-01,1,61,11,5,6,0,0,0,0
"B18-10251",1-01-01,1,60,10,10,27,0,0,0,0
"B18-10252",1-01-01,1,52,5,6,15,0,0,0,0
"B18-10253",1-01-01,1,57,4,8,37,0,0,0,0
"B18-10255",1-01-01,1,61,12,11,14,0,0,0,0
"B18-10257",1-01-01,1,51,8,6,23,0,0,0,0
"B18-10258",1-01-01,1,77,14,17,144,0,0,0,0
"B18-10259",1-01-01,1,82,5,14,267,0,0,0,0
"B18-10260",1-01-01,1,105,4,21,130,0,0,0,0
"B18-10262",1-01-01,1,67,3,17,70,0,0,0,0
"B18-10263",1-01-01,1,97,13,17,49,0,0,0,0
"B18-10264",1-01-01,1,73,10,12,36,0,0,0,-0.1
"B18-10265",1-01-01,1,52,7,9,17,0,0,0,0
"B18-10266",1-01-01,1,61,6,6,9,0,0,0,-0.1
"B18-10267",1-01-01,1,47,4,3,8,0,0,0,0
"B18-10268",1-01-01,1,70,9,7,17,0,0,0,0
"B18-10269",1-01-01,1,52,7,7,20,0,0,0,0
"B18-10270",1-01-01,1,64,9,7,10,0,0,0,0
"B18-10271",1-01-01,1,47,8,5,17,0,0,0,0
"B18-10272",1-01-01,1,58,5,4,7,0,0,0,0
"B18-10273",1-01-01,1,98,13,7,19,0,0,0,-0.1
"B18-10274",1-01-01,1,69,8,7,19,0,0,0,0
"B18-10275",1-01-01,1,51,6,5,10,0,0,0,0
"B18-10276",1-01-01,1,81,9,16,67,0,0,0,0
"B18-10277",1-01-01,1,89,12,15,41,0,0,0,-0.1
"B18-10278",1-01-01,1,80,7,16,83,0,0,0,0
"B18-10279",1-01-01,1,18,3,2,4,0,0,0,0
"B18-10280",1-01-01,1,4,0,1,2,0,0,0,0
"B18-10281",1-01-01,1,24,3,5,5,0,0,0,0
"B18-10282",1-01-01,1,27,4,2,2,0,0,0,0
"B18-10283",1-01-01,1,15,1,4,11,0,0,0,0
"B18-10284",1-01-01,1,27,3,5,10,0,0,0,0
"B18-10285",1-01-01,1,46,6,11,37,0,0,0,0
"B18-10286",1-01-01,1,43,5,6,9,0,0,0,0
"B18-10287",1-01-01,1,50,7,8,72,0,0,0,0
"B18-10288",1-01-01,1,71,5,16,80,0,0,0,0
"B18-10289",1-01-01,1,59,4,7,18,0,0,0,-0.1
"B18-10291",1-01-01,1,41,6,7,24,0,0,0,0
"B18-10292",1-01-01,1,33,4,8,15,0,0,0,0
"B18-10293",1-01-01,1,63,6,23,291,0,0,0,0
"B18-10295",1-01-01,1,75,9,25,240,0,0,0,0
"B18-10298",1-01-01,1,23,1,1,1,0,0,0,0
"B18-10300",1-01-01,1,61,10,20,83,0,0,0,0
"B18-10301",1-01-01,1,33,3,4,7,0,0,0,0
"B18-10303",1-01-01,1,15,2,0,0,0,0,0,0
"B18-10304",1-01-01,1,31,6,2,2,0,0,0,0
"B18-10308",1-01-01,1,67,10,12,16,0,0,0,-0.1
"B18-10309",1-01-01,1,27,5,0,0,0,0,0,0
"B18-10311",1-01-01,1,71,11,8,22,0,0,0,-0.2
"B18-10312",1-01-01,1,69,8,7,29,0,0,0,0
"B18-10313",1-01-01,1,56,7,5,8,0,0,0,0
"B18-10315",1-01-01,1,50,7,9,21,0,0,0,0
"B18-10316",1-01-01,1,29,3,1,2,0,0,0,0
"B18-10317",1-01-01,1,21,5,0,0,0,0,0,0
"B18-10318",1-01-01,1,33,8,0,0,0,0,0,0
"B18-10319",1-01-01,1,42,5,1,1,0,0,0,0
"B18-10320",1-01-01,1,41,8,2,2,0,0,0,0
"B18-10321",1-01-01,1,8,1,0,0,0,0,0,0
"B18-10322",1-01-01,1,10,1,1,1,0,0,0,0
"B18-10323",1-01-01,1,5,0,0,0,0,0,0,0
"B18-10324",1-01-01,1,8,0,0,0,0,0,0,0
"B18-10325",1-01-01,1,20,3,2,9,0,0,0,0
"B18-10327",1-01-01,1,3,0,0,0,0,0,0,0
"B18-10328",1-01-01,1,9,0,0,0,0,0,0,0
"B18-10330",1-01-01,1,4,1,0,0,0,0,0,0
"B18-10331",1-01-01,1,4,0,0,0,0,0,0,0
"B18-10332",1-01-01,1,11,1,0,0,0,0,0,0
"B18-10333",1-01-01,1,12,0,1,1,0,0,0,0
"B18-10334",1-01-01,1,3,1,0,0,0,0,0,0
"B18-10335",1-01-01,1,9,0,2,12,0,0,0,0
"B18-10336",1-01-01,1,7,0,1,1,0,0,0,0
"B18-10338",1-01-01,1,18,1,2,2,0,0,0,0
"B18-10339",1-01-01,1,17,2,3,3,0,0,0,0
"B18-10340",1-01-01,1,35,5,7,13,0,0,0,0
"B18-10341",1-01-01,1,18,3,3,7,0,0,0,0
"B18-10342",1-01-01,1,11,1,4,7,0,0,0,0
"B18-10343",1-01-01,1,28,6,1,3,0,0,0,0
"B18-10344",1-01-01,1,22,4,1,1,0,0,0,0
"B18-10345",1-01-01,1,33,6,4,6,0,0,0,0
"B18-10346",1-01-01,1,13,1,4,4,0,0,0,0
"B18-10347",1-01-01,1,20,3,2,3,0,0,0,0
"B18-10348",1-01-01,1,6,1,0,0,0,0,0,0
"B18-10349",1-01-01,1,5,2,0,0,0,0,0,0
"B18-10350",1-01-01,1,19,4,0,0,0,0,0,0
"B18-10351",1-01-01,1,7,1,1,1,0,0,0,0
"B18-10352",1-01-01,1,0,0,0,0,0,0,0,0
"B18-10353",1-01-01,1,11,1,0,0,0,0,0,0
"B18-10354",1-01-01,1,0,0,0,0,0,0,0,0
"B18-10355",1-01-01,1,4,0,1,1,0,0,0,0
"B18-10357",1-01-01,1,0,0,0,0,0,0,0,0
"B18-10358",1-01-01,1,0,0,0,0,0,0,0,0
"B18-10359",1-01-01,1,4,0,0,0,0,0,0,0
"B18-10361",1-01-01,1,17,4,2,4,0,0,0,-0.1
"B18-10362",1-01-01,1,5,0,0,0,0,0,0,0
"B18-10363",1-01-01,1,2,0,0,0,0,0,0,0
"B18-10364",1-01-01,1,8,0,0,0,0,0,0,0
"B18-10365",1-01-01,1,13,0,1,1,0,0,0,-0.1
"B18-10366",1-01-01,1,0,0,0,0,0,0,0,0
"B18-10367",1-01-01,1,7,1,0,0,0,0,0,0
"B18-10368",1-01-01,1,7,0,0,0,0,0,0,0
"B18-10369",1-01-01,1,7,0,0,0,0,0,0,0
"B18-10370",1-01-01,1,10,1,0,0,0,0,0,0
"B18-10371",1-01-01,1,5,1,0,0,0,0,0,0
"B18-10372",1-01-01,1,7,1,0,0,0,0,0,0
"B18-10373",1-01-01,1,6,1,1,3,0,0,0,0
"B18-10374",1-01-01,1,3,0,0,0,0,0,0,0
"B18-10375",1-01-01,1,9,1,3,3,0,0,0,0
"B18-10376",1-01-01,1,7,0,2,4,0,0,0,0
"B18-10377",1-01-01,1,4,0,3,5,0,0,0,0
"B18-10378",1-01-01,1,5,0,1,1,0,0,0,0
"B18-10379",1-01-01,1,6,2,0,0,0,0,0,0
"B18-10380",1-01-01,1,9,1,0,0,0,0,0,0
"B18-10381",1-01-01,1,12,1,1,1,0,0,0,0
"B18-10382",1-01-01,1,50,10,7,7,0,0,0,0
"B18-10383",1-01-01,1,84,16,12,32,0,0,0,0
"B18-10384",1-01-01,1,67,11,12,22,0,0,0,0
"B18-10385",1-01-01,1,69,15,11,51,0,0,0,0
"B18-10386",1-01-01,1,68,13,8,13,0,0,0,0
"B18-10387",1-01-01,1,49,10,1,1,0,0,0,0
"B18-10388",1-01-01,1,72,13,15,38,0,0,0,0
"B18-10389",1-01-01,1,99,8,27,143,0,0,0,-0.1
"B18-10390",1-01-01,1,56,5,12,162,0,0,0,-0.1
"B18-10391",1-01-01,1,42,2,10,36,0,0,0,-0.1
"B18-10392",1-01-01,1,53,5,5,7,0,0,0,0
"B18-10393",1-01-01,1,84,6,19,748,0,0,0,0
"B18-10394",1-01-01,1,93,12,14,43,0,0,0,0
"B18-10395",1-01-01,1,55,6,12,104,0,0,0,0
"B18-10396",1-01-01,1,93,7,14,68,0,0,0,0
"B18-10397",1-01-01,1,8,1,2,67,0,0,0,0
"B18-10411",1-01-01,1,77,11,10,59,0,0,0,0
"B18-10417",1-01-01,1,37,9,6,14,0,0,0,0
"B18-10438",1-01-01,1,66,11,15,220,0,0,0,-0.2
"B18-10447",1-01-01,1,50,5,10,50,0,1,1,0
"B18-10465",1-01-01,1,51,8,15,97,0,3,3,-0.2
"B18-10658",1-01-01,1,2,0,0,0,0,0,0,-0.1
"B18-10672",1-01-01,1,16,2,5,120,28,0,0,-0.2
"B18-10674",1-01-01,1,33,9,6,46,0,0,0,0
"B18-10677",1-01-01,1,21,2,4,342,49,0,0,-0.1
"B18-10740",1-01-01,1,1,0,0,0,0,0,0,0
"B18-10741",1-01-01,1,1,0,0,0,0,0,0,0
"B18-10760",1-01-01,1,15,2,4,94,2,0,0,-0.2
"B18-10772",1-01-01,1,2,0,0,0,0,0,0,-0.1
"B18-10774",1-01-01,1,1,0,0,0,0,0,0,0
"B18-10776",1-01-01,1,4,0,0,0,0,0,0,-0.1
"B18-10778",1-01-01,1,4,0,2,6,4,0,0,-0.1
"B18-10824",1-01-01,1,18,5,5,69,0,0,0,-0.2
"B18-10838",1-01-01,1,90,7,18,194,0,0,0,0
"B18-10875",1-01-01,1,60,4,8,18,0,0,0,0
"B18-10876",1-01-01,1,51,4,4,18,0,0,0,0
"B18-10880",1-01-01,1,48,8,13,33,0,0,1,0
"B18-10905",1-01-01,1,70,10,12,92,0,0,0,0
"B18-10968",1-01-01,1,62,8,1,1,0,0,0,-0.1
"B18-11000",1-01-01,1,13,0,0,0,0,0,0,-0.1
"B23-12000",1-01-01,1,34,5,7,151,0,0,0,-0.1
"B23-12001",1-01-01,1,28,5,8,17,0,0,0,-0.1
"B23-12002",1-01-01,1,36,3,14,50,0,0,0,-0.2
"B23-12003",1-01-01,1,30,5,9,27,0,0,0,-0.1
"B23-12004",1-01-01,1,47,5,17,176,0,0,0,-0.2
"B23-12005",1-01-01,1,46,10,15,128,0,0,0,-0.2
"B23-12006",1-01-01,1,33,4,5,9,0,0,0,-0.1
"B23-12007",1-01-01,1,36,6,3,7,0,0,1,-0.2
"B23-12008",1-01-01,1,39,8,8,8,0,1,0,-0.2
"B23-12009",1-01-01,1,34,6,7,37,0,0,0,-0.1
"B23-12010",1-01-01,1,33,6,10,39,0,0,0,-0.1
"B23-12011",1-01-01,1,23,7,4,8,0,0,0,0
"B23-12012",1-01-01,1,31,7,8,35,0,0,2,0
"B23-12013",1-01-01,1,49,5,19,166,0,0,0,-0.1
"B23-12014",1-01-01,1,14,0,0,0,0,0,4,-0.1
"B23-12015",1-01-01,1,18,3,4,14,0,0,0,0
"B23-12016",1-01-01,1,20,3,6,8,0,0,0,0
"B23-12017",1-01-01,1,11,4,3,3,0,0,0,0
"B23-12018",1-01-01,1,10,2,3,8,0,0,0,0
"B23-12019",1-01-01,1,48,6,8,105,0,0,1,-0.1
"B23-12020",1-01-01,1,57,9,10,100,0,4,0,0
"B23-12021",1-01-01,1,55,13,14,152,0,1,2,0
"B23-12022",1-01-01,1,15,2,3,3,0,0,0,0
"B23-12023",1-01-01,1,57,12,9,58,0,0,3,-0.2
"B23-12024",1-01-01,1,31,10,3,7,0,0,0,-0.1
"B23-12025",1-01-01,1,39,8,8,404,0,0,0,-0.1
"B23-12026",1-01-01,1,35,7,4,51,0,0,1,-0.2
"B23-12027",1-01-01,1,23,7,1,1,0,0,0,0
"B23-12028",1-01-01,1,43,9,1,1,0,0,0,0
"B23-12029",1-01-01,1,35,5,2,4,0,0,0,0
"B23-12030",1-01-01,1,80,10,5,17,0,0,0,0
"B23-12031",1-01-01,1,38,7,1,1,0,0,0,0
"B23-12032",1-01-01,1,53,14,3,4,0,0,0,0
"B23-12033",1-01-01,1,30,4,1,1,0,0,0,0
"B23-12034",1-01-01,1,80,11,8,75,0,0,1,0
"B23-12035",1-01-01,1,61,11,1,2,0,0,0,-0.1
"B23-12036",1-01-01,1,47,8,1,1,0,0,0,0
"B23-12037",1-01-01,1,43,9,3,7,0,0,0,0
"B23-12038",1-01-01,1,67,13,5,15,0,0,0,0
"B23-12039",1-01-01,1,47,9,3,13,0,0,0,0
"B23-12040",1-01-01,1,56,9,3,7,0,0,0,0
"B23-12041",1-01-01,1,39,7,1,1,0,0,0,0
"B23-12042",1-01-01,1,62,9,3,15,0,0,2,0
"B23-12043",1-01-01,1,65,10,4,7,0,0,0,0
"B23-12044",1-01-01,1,50,8,12,246,0,0,12,0
"B23-12045",1-01-01,1,19,5,2,2,0,0,0,-0.1
"B23-12046",1-01-01,1,19,5,3,60,0,0,0,-0.2
"B23-12047",1-01-01,1,54,9,11,69,0,0,1,-0.1
"B23-12048",1-01-01,1,32,2,6,70,0,0,0,-0.1
"B23-12049",1-01-01,1,23,5,7,72,0,0,0,0
"B23-12050",1-01-01,1,14,5,5,17,0,0,0,0
"B23-12051",1-01-01,1,20,4,9,38,0,0,0,-0.1
"B23-12052",1-01-01,1,51,13,11,69,0,1,8,0
"B23-12053",1-01-01,1,42,8,12,169,0,0,0,-0.1
"B23-12054",1-01-01,1,40,7,12,190,0,0,0,-0.1
"B23-12055",1-01-01,1,35,6,2,6,0,1,7,0
"B23-12056",1-01-01,1,42,8,7,77,0,0,0,0
"B23-12057",1-01-01,1,76,16,22,228,0,0,0,-0.1
"B23-12058",1-01-01,1,52,9,9,50,0,0,0,-0.2
"B23-12059",1-01-01,1,32,8,5,20,0,1,1,0
"B23-12060",1-01-01,1,39,5,5,25,0,0,0,-0.1
"B23-12061",1-01-01,1,30,6,5,17,0,1,1,0
"B23-12062",1-01-01,1,28,4,6,18,0,0,0,0
"B23-12063",1-01-01,1,45,2,11,206,0,0,0,-0.2
"B23-12064",1-01-01,1,31,8,3,11,0,0,0,-0.1
"B23-12065",1-01-01,1,17,1,5,36,0,0,0,-0.1
"B23-12066",1-01-01,1,34,2,12,95,47,0,0,-0.1
"B23-12067",1-01-01,1,44,11,10,86,0,0,1,0
"B23-12068",1-01-01,1,25,2,5,26,0,0,0,0
"B23-12069",1-01-01,1,60,16,7,35,0,0,4,-0.1
"B23-12070",1-01-01,1,50,4,4,39,0,0,0,-0.2
"B23-12071",1-01-01,1,20,3,3,6,0,0,0,0
"B23-12072",1-01-01,1,27,3,3,6,0,0,0,-0.1
"B23-12073",1-01-01,1,23,2,6,48,0,0,0,-0.1
"B23-12074",1-01-01,1,32,4,6,13,0,0,0,0
"B23-12075",1-01-01,1,24,6,5,6,0,0,0,-0.1
"B23-12076",1-01-01,1,20,5,5,8,0,0,0,0
"B23-12077",1-01-01,1,15,1,5,11,0,0,0,0
"B23-12078",1-01-01,1,46,3,10,22,0,0,0,-0.1
"B23-12079",1-01-01,1,25,6,0,0,0,0,0,0
"B23-12080",1-01-01,1,36,7,7,37,0,0,0,0
"B23-12081",1-01-01,1,41,1,5,142,0,0,0,-0.1
"B23-12082",1-01-01,1,45,10,7,60,0,0,5,0
"B23-12083",1-01-01,1,39,6,8,31,0,1,1,0
"B23-12084",1-01-01,1,32,12,4,5,0,0,3,0
"B23-12085",1-01-01,1,11,2,2,13,0,0,0,0
"B23-12086",1-01-01,1,6,1,0,0,0,0,0,0
"B23-12087",1-01-01,1,64,11,12,411,0,0,1,-0.2
"B23-12088",1-01-01,1,62,9,16,366,0,0,0,-0.2
"B23-12089",1-01-01,1,37,8,7,22,0,0,0,0
"B23-12090",1-01-01,1,47,7,13,19,0,0,0,-0.1
"B23-12091",1-01-01,1,35,10,7,11,0,0,0,-0.1
"B23-12092",1-01-01,1,38,7,9,43,0,0,0,-0.1
"B23-12093",1-01-01,1,32,6,6,13,0,0,0,0
"B23-12094",1-01-01,1,11,3,1,1,0,0,0,0
"B23-12095",1-01-01,1,34,6,6,12,0,0,0,-0.1
"B23-12096",1-01-01,1,16,1,2,2,0,0,0,-0.1
"B23-12097",1-01-01,1,29,7,1,1,0,0,0,-0.2
"B23-12098",1-01-01,1,15,2,4,6,0,0,0,0
"B23-12099",1-01-01,1,14,1,2,2,0,0,0,0
"B23-12100",1-01-01,1,18,3,4,6,0,0,0,0
"B23-12101",1-01-01,1,19,7,3,11,0,2,0,0
"B23-12102",1-01-01,1,34,4,5,8,0,0,0,-0.2
"B23-12103",1-01-01,1,36,9,6,15,0,1,0,0
"B23-12104",1-01-01,1,12,2,0,0,0,0,0,0
"B23-12105",1-01-01,1,21,5,5,7,0,0,0,-0.1
"B23-12107",1-01-01,1,12,3,1,2,0,0,0,0
"B23-12108",1-01-01,1,12,2,1,5,0,0,0,0
"B23-12109",1-01-01,1,45,9,9,19,0,1,0,-0.1
"B23-12110",1-01-01,1,31,7,7,17,0,1,0,-0.1
"B23-12111",1-01-01,1,45,11,6,6,0,0,0,-0.1
"B23-12112",1-01-01,1,58,11,5,11,0,0,0,-0.1
"B23-12113",1-01-01,1,56,14,6,17,0,0,0,-0.1
"B23-12114",1-01-01,1,51,7,10,27,0,0,0,-0.1
"B23-12115",1-01-01,1,33,7,5,8,0,0,0,-0.1
"B23-12116",1-01-01,1,58,13,9,22,0,0,0,-0.2
"B23-12117",1-01-01,1,37,5,8,50,0,3,0,0
"B23-12118",1-01-01,1,48,7,14,67,0,5,0,-0.1
"B23-12119",1-01-01,1,65,11,17,44,0,7,0,-0.1
"B23-12120",1-01-01,1,29,5,7,16,0,4,0,0
"B23-12121",1-01-01,1,58,12,9,105,0,0,0,-0.1
"B23-12122",1-01-01,1,76,17,13,158,0,2,4,-0.1
"B23-12123",1-01-01,1,49,9,10,19,0,13,0,-0.1
"B23-12124",1-01-01,1,68,10,13,42,0,0,0,-0.1
"B23-12125",1-01-01,1,80,25,6,12,0,1,0,0
"B23-12126",1-01-01,1,45,12,3,8,0,0,0,0
"B23-12127",1-01-01,1,63,12,11,25,0,0,0,0
"B23-12128",1-01-01,1,61,14,3,6,0,0,0,0
"B23-12129",1-01-01,1,95,19,17,141,0,0,0,0
"B23-12130",1-01-01,1,42,8,10,37,0,0,10,-0.1
"B23-12131",1-01-01,1,31,9,3,3,0,0,0,0
"B23-12132",1-01-01,1,53,12,14,553,0,0,0,-0.2
"B23-12133",1-01-01,1,47,11,4,16,0,0,0,0
"B23-12134",1-01-01,1,52,9,3,12,0,0,0,0
"B23-12135",1-01-01,1,31,8,2,8,0,0,0,0
"B23-12136",1-01-01,1,87,13,4,12,0,0,0,-0.2
"B23-12137",1-01-01,1,49,3,3,3,0,0,0,0
"B23-12138",1-01-01,1,34,7,3,4,0,0,0,0
"B23-12139",1-01-01,1,48,3,4,14,0,0,0,0
"B23-12140",1-01-01,1,59,16,6,9,0,0,0,0
"B23-12141",1-01-01,1,37,16,2,3,0,0,0,0
"B23-12142",1-01-01,1,42,5,5,44,0,0,0,-0.2
"B23-12143",1-01-01,1,27,6,4,17,0,0,0,0
"B23-12144",1-01-01,1,19,0,4,11,0,0,0,0
"B23-12145",1-01-01,1,33,4,3,6,0,0,0,-0.2
"B23-12146",1-01-01,1,5,2,0,0,0,0,0,0
"B23-12148",1-01-01,1,30,8,8,21,0,0,0,-0.1
"B23-12150",1-01-01,1,20,3,8,178,34,0,0,-0.2
"B23-12151",1-01-01,1,31,6,6,9,0,1,0,0
"B23-12152",1-01-01,1,26,7,5,8,0,0,0,0
"B23-12154",1-01-01,1,32,9,3,23,0,0,0,-0.1
"B23-12155",1-01-01,1,23,4,3,12,0,0,0,-0.2
"B23-12156",1-01-01,1,18,8,2,27,19,0,0,-0.2
"B23-12157",1-01-01,1,19,4,4,86,37,0,0,-0.2
"B23-12158",1-01-01,1,40,13,4,68,3,0,0,-0.1
"B23-12159",1-01-01,1,20,7,1,102,0,0,0,0
"B23-12160",1-01-01,1,14,4,1,35,0,0,0,-0.2
"B23-12161",1-01-01,1,8,2,2,271,15,0,0,-0.2
"B23-12163",1-01-01,1,28,10,5,956,0,0,0,-0.2
"B23-12164",1-01-01,1,13,5,2,12,0,0,0,0
"B23-12165",1-01-01,1,31,5,1,3,0,0,5,0
"B23-12166",1-01-01,1,38,8,6,28,0,0,0,-0.1
"B23-12167",1-01-01,1,58,17,11,43,0,0,0,-0.2
"B23-12169",1-01-01,1,4,2,1,1,0,0,0,0
"B23-12170",1-01-01,1,32,4,5,50,0,0,0,-0.2
"B23-12172",1-01-01,1,33,5,7,82,0,0,0,-0.2
"B23-12173",1-01-01,1,15,5,4,641,27,0,0,-0.1
"B23-12174",1-01-01,1,27,5,2,29,0,0,0,-0.2
"B23-12175",1-01-01,1,21,3,4,8,0,0,0,-0.1
"B23-12176",1-01-01,1,40,8,8,20,0,0,0,0
"B23-12177",1-01-01,1,14,3,1,1,0,0,0,-0.2
"B23-12179",1-01-01,1,4,1,1,9,0,0,0,0
"B23-12180",1-01-01,1,13,3,2,60,0,0,0,-0.1
"B23-12181",1-01-01,1,23,5,1,72,0,0,0,0
"B23-12182",1-01-01,1,26,3,9,186,0,0,0,-0.2
"B23-12184",1-01-01,1,17,3,4,34,0,0,0,-0.2
"B23-12186",1-01-01,1,35,2,11,296,0,0,0,-0.1
"B23-12187",1-01-01,1,87,10,19,68,0,0,0,0
"B23-12188",1-01-01,1,62,8,25,414,0,0,0,0
"B23-12191",1-01-01,1,105,14,16,59,0,0,0,-0.1
"B23-12192",1-01-01,1,20,3,6,29,0,0,2,0
"B23-12193",1-01-01,1,70,8,20,51,0,0,0,-0.1
"B23-12194",1-01-01,1,54,9,14,72,0,0,1,-0.1
"B23-12195",1-01-01,1,73,8,23,153,0,0,0,0
"B23-12196",1-01-01,1,34,6,7,18,0,0,0,0
"B23-12197",1-01-01,1,81,14,18,175,0,0,0,0
"B23-12198",1-01-01,1,60,14,14,53,0,0,0,0
"B23-12199",1-01-01,1,121,14,10,25,0,0,0,-0.1
"B23-12200",1-01-01,1,71,12,4,7,0,0,0,0
"B23-12201",1-01-01,1,24,2,8,28,0,0,6,0
"B23-12202",1-01-01,1,40,8,5,10,0,0,0,0
"B23-12203",1-01-01,1,77,13,10,50,0,0,0,0
"B23-12204",1-01-01,1,95,18,14,83,0,0,0,0
"B23-12205",1-01-01,1,58,7,13,89,0,0,0,0
"B23-12206",1-01-01,1,53,4,12,35,0,0,0,0
"B23-12207",1-01-01,1,38,8,9,29,0,0,3,0
"B23-12208",1-01-01,1,38,5,11,70,0,0,1,0
"B23-12209",1-01-01,1,70,6,19,106,0,0,0,0
"B23-12210",1-01-01,1,64,6,14,77,0,0,1,0
"B23-12211",1-01-01,1,20,1,5,7,0,0,4,0
"B23-12212",1-01-01,1,37,9,10,67,0,0,10,0
"B23-12213",1-01-01,1,52,10,14,62,0,0,0,0
"B23-12214",1-01-01,1,78,10,18,47,0,0,0,0
"B23-12215",1-01-01,1,105,9,25,154,0,0,0,0
"B23-12216",1-01-01,1,50,11,12,159,0,0,0,0
"B23-12217",1-01-01,1,144,17,17,131,0,0,0,-0.1
"B23-12218",1-01-01,1,58,5,11,29,0,0,0,0
"B23-12219",1-01-01,1,107,9,18,157,0,0,0,-0.1
"B23-12220",1-01-01,1,87,5,13,52,0,0,0,-0.1
"B23-12221",1-01-01,1,88,8,8,18,0,0,0,-0.1
"B23-12222",1-01-01,1,75,6,10,14,0,0,0,0
"B23-12223",1-01-01,1,84,11,10,32,0,0,0,0
"B23-12224",1-01-01,1,76,8,13,30,0,0,0,-0.1
"B23-12225",1-01-01,1,64,5,14,103,0,0,0,-0.1
"B23-12226",1-01-01,1,104,8,12,53,0,0,0,0
