"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NotomastusAbun","PctSensTaxa"
"B18-10778",1-01-01,1,4,0,0,25
"B18-10824",1-01-01,1,19,5,0,21.0526315789474
"B18-10838",1-01-01,1,98,7,1,23.469387755102
"B18-10875",1-01-01,1,67,4,0,26.865671641791
"B18-10876",1-01-01,1,56,4,0,10.7142857142857
"B18-10880",1-01-01,1,55,8,0,27.2727272727273
"B18-10905",1-01-01,1,80,10,0,25
"B18-10968",1-01-01,1,80,8,8,11.25
"B18-11000",1-01-01,1,24,0,0,4.16666666666667
"B23-12000",1-01-01,1,36,5,0,22.2222222222222
"B23-12001",1-01-01,1,31,5,0,25.8064516129032
"B23-12002",1-01-01,1,37,3,0,13.5135135135135
"B23-12003",1-01-01,1,32,5,0,18.75
"B23-12004",1-01-01,1,49,5,0,14.2857142857143
"B23-12005",1-01-01,1,49,10,0,24.4897959183673
"B23-12006",1-01-01,1,33,4,0,18.1818181818182
"B23-12007",1-01-01,1,36,6,0,22.2222222222222
"B23-12008",1-01-01,1,39,8,0,17.9487179487179
"B23-12009",1-01-01,1,34,6,0,20.5882352941176
"B23-12010",1-01-01,1,33,6,0,21.2121212121212
"B23-12011",1-01-01,1,23,7,0,30.4347826086957
"B23-12012",1-01-01,1,31,7,0,32.258064516129
"B23-12013",1-01-01,1,50,5,0,18
"B23-12014",1-01-01,1,15,0,0,13.3333333333333
"B23-12015",1-01-01,1,19,3,0,10.5263157894737
"B23-12016",1-01-01,1,23,3,1,0
"B23-12017",1-01-01,1,13,4,0,15.3846153846154
"B23-12018",1-01-01,1,11,2,0,18.1818181818182
"B23-12019",1-01-01,1,49,6,1,24.4897959183673
"B23-12020",1-01-01,1,57,9,1,26.3157894736842
"B23-12021",1-01-01,1,58,13,1,27.5862068965517
"B23-12022",1-01-01,1,16,2,0,25
"B23-12023",1-01-01,1,64,12,0,12.5
"B23-12024",1-01-01,1,31,10,0,16.1290322580645
"B23-12025",1-01-01,1,42,8,0,9.52380952380952
"B23-12026",1-01-01,1,37,7,0,21.6216216216216
"B23-12027",1-01-01,1,25,7,1,12
"B23-12028",1-01-01,1,47,9,3,19.1489361702128
"B23-12029",1-01-01,1,39,5,0,20.5128205128205
"B23-12030",1-01-01,1,89,10,1,13.4831460674157
"B23-12031",1-01-01,1,42,7,0,19.047619047619
"B23-12032",1-01-01,1,59,14,0,16.9491525423729
"B23-12033",1-01-01,1,31,4,0,16.1290322580645
"B23-12034",1-01-01,1,91,11,3,24.1758241758242
"B23-12035",1-01-01,1,67,11,1,14.9253731343284
"B23-12036",1-01-01,1,47,8,2,19.1489361702128
"B23-12037",1-01-01,1,46,9,0,13.0434782608696
"B23-12038",1-01-01,1,68,13,1,20.5882352941176
"B23-12039",1-01-01,1,48,9,0,12.5
"B23-12040",1-01-01,1,60,9,1,20
"B23-12041",1-01-01,1,41,7,0,21.9512195121951
"B23-12042",1-01-01,1,68,9,1,25
"B23-12043",1-01-01,1,67,10,0,23.8805970149254
"B23-12044",1-01-01,1,51,8,0,41.1764705882353
"B23-12045",1-01-01,1,20,5,0,20
"B23-12046",1-01-01,1,21,5,0,19.047619047619
"B23-12047",1-01-01,1,56,9,1,19.6428571428571
"B23-12048",1-01-01,1,33,2,0,15.1515151515152
"B23-12049",1-01-01,1,24,5,0,20.8333333333333
"B23-12050",1-01-01,1,14,5,0,21.4285714285714
"B23-12051",1-01-01,1,23,4,0,17.3913043478261
"B23-12052",1-01-01,1,54,13,0,27.7777777777778
"B23-12053",1-01-01,1,44,8,0,15.9090909090909
"B23-12054",1-01-01,1,44,7,0,9.09090909090909
"B23-12055",1-01-01,1,38,6,0,21.0526315789474
"B23-12056",1-01-01,1,46,8,1,17.3913043478261
"B23-12057",1-01-01,1,82,16,0,15.8536585365854
"B23-12058",1-01-01,1,57,9,0,14.0350877192982
"B23-12059",1-01-01,1,33,8,0,21.2121212121212
"B23-12060",1-01-01,1,41,5,0,17.0731707317073
"B23-12061",1-01-01,1,31,6,0,19.3548387096774
"B23-12062",1-01-01,1,30,4,0,6.66666666666667
"B23-12063",1-01-01,1,50,2,0,16
"B23-12064",1-01-01,1,31,8,3,29.0322580645161
"B23-12065",1-01-01,1,18,1,0,22.2222222222222
"B23-12066",1-01-01,1,37,2,0,13.5135135135135
"B23-12067",1-01-01,1,46,11,0,32.6086956521739
"B23-12068",1-01-01,1,26,2,0,23.0769230769231
"B23-12069",1-01-01,1,64,16,0,20.3125
"B23-12070",1-01-01,1,54,4,0,16.6666666666667
"B23-12071",1-01-01,1,20,3,0,25
"B23-12072",1-01-01,1,27,3,0,22.2222222222222
"B23-12073",1-01-01,1,26,2,0,11.5384615384615
"B23-12074",1-01-01,1,33,4,0,18.1818181818182
"B23-12075",1-01-01,1,27,6,0,14.8148148148148
"B23-12076",1-01-01,1,20,5,0,20
"B23-12077",1-01-01,1,17,1,0,11.7647058823529
"B23-12078",1-01-01,1,51,3,0,7.84313725490196
"B23-12079",1-01-01,1,25,6,0,24
"B23-12080",1-01-01,1,40,7,0,10
"B23-12081",1-01-01,1,44,1,0,13.6363636363636
"B23-12082",1-01-01,1,50,10,2,20
"B23-12083",1-01-01,1,42,6,0,26.1904761904762
"B23-12084",1-01-01,1,34,12,0,29.4117647058824
"B23-12085",1-01-01,1,12,2,0,33.3333333333333
"B23-12086",1-01-01,1,7,1,0,0
"B23-12087",1-01-01,1,68,11,20,11.7647058823529
"B23-12088",1-01-01,1,66,9,0,22.7272727272727
"B23-12089",1-01-01,1,37,8,0,27.027027027027
"B23-12090",1-01-01,1,49,7,0,18.3673469387755
"B23-12091",1-01-01,1,36,10,0,13.8888888888889
"B23-12092",1-01-01,1,39,7,0,12.8205128205128
"B23-12093",1-01-01,1,33,6,0,21.2121212121212
"B23-12094",1-01-01,1,12,3,0,16.6666666666667
"B23-12095",1-01-01,1,36,6,0,16.6666666666667
"B23-12096",1-01-01,1,18,1,0,11.1111111111111
"B23-12097",1-01-01,1,31,7,0,12.9032258064516
"B23-12098",1-01-01,1,16,2,0,12.5
"B23-12099",1-01-01,1,15,1,0,13.3333333333333
"B23-12100",1-01-01,1,18,3,0,5.55555555555556
"B23-12101",1-01-01,1,23,7,0,17.3913043478261
"B23-12102",1-01-01,1,35,4,0,14.2857142857143
"B23-12103",1-01-01,1,38,9,0,21.0526315789474
"B23-12104",1-01-01,1,13,2,0,7.69230769230769
"B23-12105",1-01-01,1,24,5,0,16.6666666666667
"B23-12107",1-01-01,1,12,3,0,8.33333333333333
"B23-12108",1-01-01,1,12,2,0,0
"B23-12109",1-01-01,1,47,9,0,19.1489361702128
"B23-12110",1-01-01,1,32,7,0,18.75
"B23-12111",1-01-01,1,46,11,1,21.7391304347826
"B23-12112",1-01-01,1,64,11,0,15.625
"B23-12113",1-01-01,1,60,14,10,21.6666666666667
"B23-12114",1-01-01,1,51,7,0,23.5294117647059
"B23-12115",1-01-01,1,34,7,0,5.88235294117647
"B23-12116",1-01-01,1,58,13,1,20.6896551724138
"B23-12117",1-01-01,1,39,5,0,28.2051282051282
"B23-12118",1-01-01,1,51,7,0,21.5686274509804
"B23-12119",1-01-01,1,67,11,29,17.910447761194
"B23-12120",1-01-01,1,30,5,0,13.3333333333333
"B23-12121",1-01-01,1,61,12,4,22.9508196721311
"B23-12122",1-01-01,1,82,17,0,21.9512195121951
"B23-12123",1-01-01,1,52,9,0,13.4615384615385
"B23-12124",1-01-01,1,69,10,54,17.3913043478261
"B23-12125",1-01-01,1,86,25,2,17.4418604651163
"B23-12126",1-01-01,1,49,12,1,20.4081632653061
"B23-12127",1-01-01,1,68,12,0,20.5882352941176
"B23-12128",1-01-01,1,63,14,2,17.4603174603175
"B23-12129",1-01-01,1,105,19,9,14.2857142857143
"B23-12130",1-01-01,1,45,8,0,26.6666666666667
"B23-12131",1-01-01,1,33,9,0,9.09090909090909
"B23-12132",1-01-01,1,55,12,0,21.8181818181818
"B23-12133",1-01-01,1,53,11,0,18.8679245283019
"B23-12134",1-01-01,1,57,9,1,19.2982456140351
"B23-12135",1-01-01,1,32,8,1,18.75
"B23-12136",1-01-01,1,93,13,24,17.2043010752688
"B23-12137",1-01-01,1,54,3,0,11.1111111111111
"B23-12138",1-01-01,1,35,7,0,14.2857142857143
"B23-12139",1-01-01,1,54,3,1,11.1111111111111
"B23-12140",1-01-01,1,64,16,1,15.625
"B23-12141",1-01-01,1,39,16,0,12.8205128205128
"B23-12142",1-01-01,1,43,5,0,16.2790697674419
"B23-12143",1-01-01,1,27,6,0,14.8148148148148
"B23-12144",1-01-01,1,23,0,0,17.3913043478261
"B23-12145",1-01-01,1,35,4,0,14.2857142857143
"B23-12146",1-01-01,1,5,2,1,0
"B23-12148",1-01-01,1,35,8,0,14.2857142857143
"B23-12150",1-01-01,1,23,3,0,8.69565217391304
"B23-12151",1-01-01,1,31,6,0,19.3548387096774
"B23-12152",1-01-01,1,26,7,0,19.2307692307692
"B23-12154",1-01-01,1,33,9,0,21.2121212121212
"B23-12155",1-01-01,1,24,4,0,12.5
"B23-12156",1-01-01,1,21,8,0,14.2857142857143
"B23-12157",1-01-01,1,21,4,1,19.047619047619
"B23-12158",1-01-01,1,42,13,48,9.52380952380952
"B23-12159",1-01-01,1,20,7,3,5
"B23-12160",1-01-01,1,14,4,0,28.5714285714286
"B23-12161",1-01-01,1,9,2,0,11.1111111111111
"B23-12163",1-01-01,1,29,10,0,17.2413793103448
"B23-12164",1-01-01,1,16,5,0,18.75
"B23-12165",1-01-01,1,32,5,0,25
"B23-12166",1-01-01,1,40,8,0,22.5
"B23-12167",1-01-01,1,61,17,0,14.7540983606557
"B23-12169",1-01-01,1,4,2,0,0
"B23-12170",1-01-01,1,35,4,0,14.2857142857143
"B23-12172",1-01-01,1,36,5,0,13.8888888888889
"B23-12173",1-01-01,1,17,5,0,17.6470588235294
"B23-12174",1-01-01,1,32,5,0,6.25
"B23-12175",1-01-01,1,23,3,0,8.69565217391304
"B23-12176",1-01-01,1,42,8,0,16.6666666666667
"B23-12177",1-01-01,1,14,3,0,14.2857142857143
"B23-12179",1-01-01,1,5,1,0,0
"B23-12180",1-01-01,1,14,3,0,0
"B23-12181",1-01-01,1,24,5,0,12.5
"B23-12182",1-01-01,1,27,3,0,14.8148148148148
"B23-12184",1-01-01,1,18,3,0,5.55555555555556
"B23-12186",1-01-01,1,40,2,0,15
"B23-12187",1-01-01,1,103,10,1,19.4174757281553
"B23-12188",1-01-01,1,69,8,0,27.536231884058
"B23-12191",1-01-01,1,120,14,0,22.5
"B23-12192",1-01-01,1,21,3,0,42.8571428571429
"B23-12193",1-01-01,1,84,8,1,27.3809523809524
"B23-12194",1-01-01,1,63,9,0,31.7460317460317
"B23-12195",1-01-01,1,83,8,0,21.6867469879518
"B23-12196",1-01-01,1,45,6,0,15.5555555555556
"B23-12197",1-01-01,1,94,14,1,18.0851063829787
"B23-12198",1-01-01,1,66,14,0,36.3636363636364
"B23-12199",1-01-01,1,145,14,4,14.4827586206897
"B23-12200",1-01-01,1,81,12,0,20.9876543209877
"B23-12201",1-01-01,1,26,2,0,30.7692307692308
"B23-12202",1-01-01,1,43,8,0,37.2093023255814
"B23-12203",1-01-01,1,88,13,1,22.7272727272727
"B23-12204",1-01-01,1,114,18,0,21.0526315789474
"B23-12205",1-01-01,1,60,7,0,26.6666666666667
"B23-12206",1-01-01,1,55,4,0,36.3636363636364
"B23-12207",1-01-01,1,39,8,0,33.3333333333333
"B23-12208",1-01-01,1,41,5,0,39.0243902439024
"B23-12209",1-01-01,1,76,6,0,15.7894736842105
"B23-12210",1-01-01,1,70,6,0,28.5714285714286
"B23-12211",1-01-01,1,20,1,0,40
"B23-12212",1-01-01,1,39,9,0,35.8974358974359
"B23-12213",1-01-01,1,58,10,0,31.0344827586207
"B23-12214",1-01-01,1,88,10,0,26.1363636363636
"B23-12215",1-01-01,1,115,9,8,27.8260869565217
"B23-12216",1-01-01,1,58,11,0,25.8620689655172
"B23-12217",1-01-01,1,169,17,14,17.1597633136095
"B23-12218",1-01-01,1,79,5,0,13.9240506329114
"B23-12219",1-01-01,1,152,9,2,17.7631578947368
"B23-12220",1-01-01,1,108,5,4,14.8148148148148
"B23-12221",1-01-01,1,110,8,1,15.4545454545455
"B23-12222",1-01-01,1,100,6,2,12
"B23-12223",1-01-01,1,105,11,2,13.3333333333333
"B23-12224",1-01-01,1,101,8,0,12.8712871287129
"B23-12225",1-01-01,1,86,5,0,16.2790697674419
"B23-12226",1-01-01,1,140,8,4,13.5714285714286
"B23-12227",1-01-01,1,66,0,0,19.6969696969697
"B23-12228",1-01-01,1,107,9,2,21.4953271028037
"B23-12229",1-01-01,1,91,8,0,25.2747252747253
"B23-12230",1-01-01,1,97,11,0,22.680412371134
"B23-12231",1-01-01,1,100,8,0,18
"B23-12232",1-01-01,1,96,14,4,15.625
"B23-12233",1-01-01,1,82,8,1,14.6341463414634
"B23-12234",1-01-01,1,95,8,0,22.1052631578947
"B23-12235",1-01-01,1,71,5,0,25.3521126760563
"B23-12236",1-01-01,1,84,14,0,22.6190476190476
"B23-12237",1-01-01,1,83,7,1,19.2771084337349
"B23-12238",1-01-01,1,47,8,0,21.2765957446809
"B23-12239",1-01-01,1,46,8,0,17.3913043478261
"B23-12240",1-01-01,1,60,8,0,26.6666666666667
"B23-12241",1-01-01,1,47,4,1,17.0212765957447
"B23-12242",1-01-01,1,56,6,0,19.6428571428571
"B23-12244",1-01-01,1,114,12,0,21.9298245614035
"B23-12247",1-01-01,1,79,6,0,10.126582278481
"B23-12248",1-01-01,1,73,6,1,10.958904109589
"B23-12249",1-01-01,1,43,7,0,16.2790697674419
"B23-12250",1-01-01,1,78,12,0,11.5384615384615
"B23-12251",1-01-01,1,30,6,0,10
"B23-12252",1-01-01,1,32,5,1,6.25
"B23-12253",1-01-01,1,53,5,0,13.2075471698113
"B23-12256",1-01-01,1,69,8,0,13.0434782608696
"B23-12257",1-01-01,1,81,6,4,11.1111111111111
"B23-12258",1-01-01,1,84,8,3,16.6666666666667
"B23-12260",1-01-01,1,55,2,3,12.7272727272727
"B23-12261",1-01-01,1,81,6,8,13.5802469135802
"B23-12262",1-01-01,1,77,5,5,11.6883116883117
"B23-12264",1-01-01,1,42,2,0,11.9047619047619
"B23-12265",1-01-01,1,36,5,2,11.1111111111111
"B23-12266",1-01-01,1,29,5,0,13.7931034482759
"B23-12268",1-01-01,1,30,5,0,13.3333333333333
"B23-12270",1-01-01,1,84,3,3,13.0952380952381
"B23-12273",1-01-01,1,45,0,0,8.88888888888889
"B23-12275",1-01-01,1,79,5,1,13.9240506329114
"B23-12276",1-01-01,1,89,6,1,16.8539325842697
"B23-12277",1-01-01,1,100,9,6,15
"B23-12278",1-01-01,1,71,3,0,19.7183098591549
"B23-12279",1-01-01,1,41,6,0,19.5121951219512
"B23-12280",1-01-01,1,27,0,0,7.40740740740741
"B23-12281",1-01-01,1,22,1,0,13.6363636363636
"B23-12282",1-01-01,1,53,4,1,16.9811320754717
"B23-12283",1-01-01,1,21,1,0,9.52380952380952
"B23-12284",1-01-01,1,39,5,0,15.3846153846154
"B23-12285",1-01-01,1,17,1,0,17.6470588235294
"B23-12286",1-01-01,1,9,0,0,11.1111111111111
"B23-12288",1-01-01,1,18,0,0,0
"B23-12289",1-01-01,1,23,0,0,8.69565217391304
"B23-12290",1-01-01,1,23,2,0,13.0434782608696
"B23-12291",1-01-01,1,20,1,0,5
"B23-12293",1-01-01,1,17,0,0,11.7647058823529
"B23-12294",1-01-01,1,22,1,0,13.6363636363636
"B23-12295",1-01-01,1,37,3,0,8.10810810810811
"B23-12296",1-01-01,1,27,3,1,11.1111111111111
"B23-12297",1-01-01,1,19,3,0,10.5263157894737
"B23-12298",1-01-01,1,22,5,0,13.6363636363636
"B23-12299",1-01-01,1,24,1,0,20.8333333333333
"B23-12300",1-01-01,1,26,0,0,7.69230769230769
"B23-12301",1-01-01,1,28,3,0,7.14285714285714
"B23-12302",1-01-01,1,20,2,0,25
"B23-12304",1-01-01,1,10,0,0,10
"B23-12305",1-01-01,1,33,1,0,3.03030303030303
"B23-12306",1-01-01,1,15,0,0,13.3333333333333
"B23-12307",1-01-01,1,13,0,0,23.0769230769231
"B23-12308",1-01-01,1,15,0,0,6.66666666666667
"B23-12309",1-01-01,1,8,0,0,12.5
"B23-12310",1-01-01,1,11,1,0,9.09090909090909
"B23-12311",1-01-01,1,11,0,0,0
"B23-12312",1-01-01,1,14,1,0,21.4285714285714
"B23-12313",1-01-01,1,17,1,0,0
"B23-12315",1-01-01,1,36,0,0,0
"B23-12316",1-01-01,1,23,1,0,0
"B23-12317",1-01-01,1,31,1,0,3.2258064516129
"B23-12318",1-01-01,1,16,0,0,0
"B23-12319",1-01-01,1,19,1,0,0
"B23-12320",1-01-01,1,31,2,0,0
"B23-12321",1-01-01,1,19,1,0,0
"B23-12322",1-01-01,1,5,0,0,0
"B23-12323",1-01-01,1,24,0,1,0
"B23-12324",1-01-01,1,9,0,0,0
"B23-12325",1-01-01,1,19,1,0,5.26315789473684
"B23-12326",1-01-01,1,21,0,0,0
"B23-12327",1-01-01,1,27,0,0,11.1111111111111
"B23-12328",1-01-01,1,18,1,0,0
"B23-12329",1-01-01,1,16,1,0,0
"B23-12330",1-01-01,1,5,0,0,0
"B23-12331",1-01-01,1,34,0,0,5.88235294117647
"B23-12332",1-01-01,1,12,0,0,8.33333333333333
"B23-12333",1-01-01,1,17,0,0,0
"B23-12334",1-01-01,1,21,1,0,0
"B23-12337",1-01-01,1,10,0,0,0
"B23-12338",1-01-01,1,1,0,0,0
"B23-12339",1-01-01,1,6,0,0,0
"B23-12340",1-01-01,1,6,0,0,0
"B23-12341",1-01-01,1,2,0,0,0
"B23-12342",1-01-01,1,24,1,0,0
"B23-12343",1-01-01,1,25,0,0,0
"B23-12344",1-01-01,1,1,0,0,0
"B23-12345",1-01-01,1,59,8,3,13.5593220338983
"B23-12346",1-01-01,1,69,5,1,10.1449275362319
"B23-12347",1-01-01,1,102,6,1,14.7058823529412
"B23-12349",1-01-01,1,40,6,0,7.5
"B23-12350",1-01-01,1,114,3,8,7.01754385964912
"B23-12351",1-01-01,1,42,2,0,4.76190476190476
"B23-12352",1-01-01,1,122,5,5,9.83606557377049
"B23-12353",1-01-01,1,86,8,13,15.1162790697674
"B23-12354",1-01-01,1,51,5,1,17.6470588235294
"B23-12355",1-01-01,1,83,7,10,13.2530120481928
"B23-12356",1-01-01,1,101,6,2,15.8415841584158
"B23-12357",1-01-01,1,50,5,2,14
"B23-12358",1-01-01,1,69,3,8,18.8405797101449
"B23-12359",1-01-01,1,74,6,2,8.10810810810811
"B23-12360",1-01-01,1,5,1,0,20
"B23-12363",1-01-01,1,8,2,0,25
"B23-12364",1-01-01,1,12,4,0,16.6666666666667
"B23-12366",1-01-01,1,7,3,0,28.5714285714286
"B23-12368",1-01-01,1,2,0,0,50
"B23-12369",1-01-01,1,6,1,0,0
"B23-12545",1-01-01,1,20,8,0,25
"B23-12590",1-01-01,1,34,4,0,26.4705882352941
"B23-12591",1-01-01,1,78,8,2,26.9230769230769
"B23-12630",1-01-01,1,23,2,0,8.69565217391304
"B23-12684",1-01-01,1,24,1,0,0
"B23-12709",1-01-01,1,55,6,0,12.7272727272727
"B23-12783",1-01-01,1,60,6,0,16.6666666666667
"B23-12793",1-01-01,1,23,1,0,21.7391304347826
"B23-12811",1-01-01,1,30,5,0,26.6666666666667
"B23-12841",1-01-01,1,36,6,0,13.8888888888889
"B23-12976",1-01-01,1,12,4,0,25
"B23-12979",1-01-01,1,38,12,0,13.1578947368421
"B23-B1",1-01-01,1,76,14,5,17.1052631578947
"B23-SONGS Unit 2",1-01-01,1,52,6,0,26.9230769230769
"B94-0009",1-01-01,1,148,20,2,17.5675675675676
"B94-0016",1-01-01,1,120,13,0,20.8333333333333
"B94-0032",1-01-01,1,78,8,0,17.9487179487179
"B94-0038",1-01-01,1,109,14,2,21.1009174311927
"B94-0046",1-01-01,1,46,4,0,15.2173913043478
"B94-0059",1-01-01,1,86,7,0,18.6046511627907
"B94-0060",1-01-01,1,107,17,2,21.4953271028037
"B94-0085",1-01-01,1,131,12,0,20.6106870229008
"B94-0103",1-01-01,1,141,13,2,12.0567375886525
"B94-0112",1-01-01,1,99,7,1,17.1717171717172
"B94-0115",1-01-01,1,148,12,0,15.5405405405405
"B94-0122",1-01-01,1,121,12,0,17.3553719008264
"B94-0136",1-01-01,1,73,7,0,16.4383561643836
"B94-0150",1-01-01,1,137,12,3,14.5985401459854
"B94-0161",1-01-01,1,87,8,0,25.2873563218391
"B94-0189",1-01-01,1,74,11,1,16.2162162162162
"B94-0228",1-01-01,1,74,7,0,18.9189189189189
"B94-0232",1-01-01,1,71,9,0,21.1267605633803
"B94-0234",1-01-01,1,101,17,0,24.7524752475248
"B94-0245",1-01-01,1,142,13,0,11.2676056338028
"B94-0252",1-01-01,1,53,7,0,16.9811320754717
"B94-0255",1-01-01,1,75,6,2,16
"B94-0289",1-01-01,1,49,3,0,22.4489795918367
"B94-0297",1-01-01,1,68,16,0,26.4705882352941
"B94-0334",1-01-01,1,99,5,0,15.1515151515152
"B94-0360",1-01-01,1,78,7,0,24.3589743589744
"B94-0365",1-01-01,1,97,4,2,17.5257731958763
"B94-0366",1-01-01,1,57,6,1,24.5614035087719
"B94-0371",1-01-01,1,84,9,0,21.4285714285714
"B94-0381",1-01-01,1,39,3,0,12.8205128205128
"B94-0398",1-01-01,1,45,3,0,15.5555555555556
"B94-0407",1-01-01,1,30,2,0,16.6666666666667
"B94-0446",1-01-01,1,81,6,1,16.0493827160494
"B94-0460",1-01-01,1,45,2,0,13.3333333333333
"B94-0474",1-01-01,1,28,2,0,17.8571428571429
"B94-0480",1-01-01,1,63,2,0,15.8730158730159
"B94-0499",1-01-01,1,58,3,0,18.9655172413793
"B94-0502",1-01-01,1,70,9,0,17.1428571428571
"B94-0503",1-01-01,1,49,6,0,14.2857142857143
"B94-0530",1-01-01,1,38,5,2,15.7894736842105
"B94-0533",1-01-01,1,56,7,2,26.7857142857143
"B94-0535",1-01-01,1,50,3,0,14
"B94-0537",1-01-01,1,97,14,0,14.4329896907216
"B94-0540",1-01-01,1,66,15,0,27.2727272727273
"B94-0542",1-01-01,1,47,5,0,14.8936170212766
"B94-0552",1-01-01,1,27,5,0,33.3333333333333
"B94-0560",1-01-01,1,25,7,0,44
"B94-0577",1-01-01,1,80,4,1,11.25
"B94-0595",1-01-01,1,46,9,0,26.0869565217391
"B94-0604",1-01-01,1,41,3,2,17.0731707317073
"B94-0617",1-01-01,1,33,12,0,33.3333333333333
"B94-0621",1-01-01,1,79,12,0,27.8481012658228
"B94-0652",1-01-01,1,81,15,0,27.1604938271605
"B94-0661",1-01-01,1,85,4,1,15.2941176470588
"B94-0665",1-01-01,1,80,12,0,28.75
"B94-0670",1-01-01,1,43,3,1,16.2790697674419
"B94-0682",1-01-01,1,64,7,1,12.5
"B94-0708",1-01-01,1,41,1,1,17.0731707317073
"B94-0714",1-01-01,1,116,8,2,12.9310344827586
"B94-0739",1-01-01,1,108,6,0,12.962962962963
"B94-0753",1-01-01,1,125,5,0,12.8
"B94-0757",1-01-01,1,89,12,0,16.8539325842697
"B94-0758",1-01-01,1,46,7,0,34.7826086956522
"B94-0759",1-01-01,1,57,12,0,26.3157894736842
"B94-0814",1-01-01,1,69,3,0,30.4347826086957
"B94-0815",1-01-01,1,59,4,3,15.2542372881356
"B94-0820",1-01-01,1,44,7,0,34.0909090909091
"B94-0823",1-01-01,1,100,10,2,17
"B94-0827",1-01-01,1,125,9,0,16.8
"B94-0830",1-01-01,1,106,11,0,22.6415094339623
"B94-0831",1-01-01,1,110,13,0,21.8181818181818
"B94-0833",1-01-01,1,96,8,0,25
"B94-0834",1-01-01,1,31,4,0,6.45161290322581
"B94-0846",1-01-01,1,106,7,0,18.8679245283019
"B94-0859",1-01-01,1,43,1,0,18.6046511627907
"B94-0884",1-01-01,1,78,11,0,24.3589743589744
"B94-0886",1-01-01,1,54,13,0,31.4814814814815
"B94-0890",1-01-01,1,93,12,0,25.8064516129032
"B94-0894",1-01-01,1,101,12,1,23.7623762376238
"B94-0897",1-01-01,1,89,17,0,24.7191011235955
"B94-0899",1-01-01,1,77,9,2,22.0779220779221
"B94-0900",1-01-01,1,44,9,0,36.3636363636364
"B94-0902",1-01-01,1,60,8,0,40
"B94-0903",1-01-01,1,92,15,0,23.9130434782609
"B94-0908",1-01-01,1,94,16,0,23.4042553191489
"B94-0916",1-01-01,1,61,11,0,27.8688524590164
"B94-0918",1-01-01,1,77,17,1,27.2727272727273
"B94-0920",1-01-01,1,85,17,2,23.5294117647059
"B94-0921",1-01-01,1,94,8,1,18.0851063829787
"B94-0929",1-01-01,1,63,15,0,26.984126984127
"B94-0936",1-01-01,1,65,14,0,27.6923076923077
"B94-0937",1-01-01,1,49,3,0,18.3673469387755
"B94-0942",1-01-01,1,66,13,0,25.7575757575758
"B94-0943",1-01-01,1,84,13,0,21.4285714285714
"B94-0947",1-01-01,1,74,4,0,13.5135135135135
"B94-0949",1-01-01,1,41,5,0,24.390243902439
"B94-0960",1-01-01,1,87,13,1,24.1379310344828
"B94-0972",1-01-01,1,51,4,0,15.6862745098039
"B94-0976",1-01-01,1,65,5,1,13.8461538461538
"B94-0977",1-01-01,1,76,9,1,15.7894736842105
"B94-0988",1-01-01,1,81,10,1,23.4567901234568
"B94-0993",1-01-01,1,78,9,0,21.7948717948718
"B94-0997",1-01-01,1,56,3,0,23.2142857142857
"B94-1001",1-01-01,1,66,4,0,18.1818181818182
"B94-1003",1-01-01,1,86,9,0,23.2558139534884
"B94-1005",1-01-01,1,79,9,0,25.3164556962025
"B94-1014",1-01-01,1,83,8,0,25.3012048192771
"B94-1019",1-01-01,1,38,5,0,42.1052631578947
"B94-1025",1-01-01,1,38,8,0,50
"B94-1026",1-01-01,1,101,17,1,27.7227722772277
"B94-1027",1-01-01,1,86,5,3,24.4186046511628
"B94-1028",1-01-01,1,43,4,0,9.30232558139535
"B94-1034",1-01-01,1,18,4,0,11.1111111111111
"B94-1040",1-01-01,1,87,7,0,22.9885057471264
"B94-1042",1-01-01,1,70,11,0,32.8571428571429
"B94-1045",1-01-01,1,100,11,1,18
"B94-1046",1-01-01,1,58,9,0,36.2068965517241
"B94-1049",1-01-01,1,99,10,0,20.2020202020202
"B94-1052",1-01-01,1,18,4,0,16.6666666666667
"B94-1056",1-01-01,1,47,11,2,14.8936170212766
"B94-1059",1-01-01,1,48,8,1,14.5833333333333
"B94-1065",1-01-01,1,77,8,0,22.0779220779221
"B94-1067",1-01-01,1,60,9,3,13.3333333333333
"B94-1072",1-01-01,1,84,10,2,16.6666666666667
"B94-1074",1-01-01,1,60,5,2,15
"B94-1078",1-01-01,1,53,4,3,13.2075471698113
"B94-1081",1-01-01,1,61,8,0,37.7049180327869
"B94-1085",1-01-01,1,72,11,0,30.5555555555556
"B94-1090",1-01-01,1,65,12,0,30.7692307692308
"B94-1091",1-01-01,1,83,11,0,14.4578313253012
"B94-1096",1-01-01,1,77,10,1,15.5844155844156
"B94-1100",1-01-01,1,71,8,0,23.943661971831
"B94-1103",1-01-01,1,84,7,0,17.8571428571429
"B94-1106",1-01-01,1,58,3,0,17.2413793103448
"B94-1108",1-01-01,1,83,16,0,21.6867469879518
"B94-1109",1-01-01,1,88,12,4,18.1818181818182
"B94-1110",1-01-01,1,57,8,0,17.5438596491228
"B94-1118",1-01-01,1,72,5,0,16.6666666666667
"B94-1119",1-01-01,1,103,11,0,21.3592233009709
"B94-1120",1-01-01,1,43,4,0,13.953488372093
"B94-1121",1-01-01,1,91,9,0,18.6813186813187
"B94-1122",1-01-01,1,65,8,0,16.9230769230769
