"stationid","sampledate","replicate","NumOfTaxa","NumOfMolluscTaxa","NumOfCrustaceanTaxa","CrustaceanAbun","M_insidiosumAbun","A_diegensisAbun","G_littoreaAbun","NIT","scaled_NumTaxa","scaled_NumMolluscTaxa","scaled_NumCrustaceanTaxa","scaled_CrustaceanAbun","TWV","scaled_M_insid","scaled_A_dieg","scaled_G_littor","PIT","Raw_RBI","score","index"
"B23-12293",1-01-01,1,5,0,0,0,0,0,0,0,0.0505050505050505,0,0,0,0.0505050505050505,0,0,0,0,0.0505050505050505,0.00437207899894467,"RBI"
"B23-12294",1-01-01,1,12,1,0,0,0,0,0,0,0.121212121212121,0.0357142857142857,0,0,0.156926406926407,0,0,0,0,0.156926406926407,0.0270631997710889,"RBI"
"B23-12295",1-01-01,1,21,3,3,8,0,0,0,0,0.212121212121212,0.107142857142857,0.103448275862069,0.00472533963378618,0.423893680034585,0,0,0,0,0.423893680034585,0.0839858592824274,"RBI"
"B23-12296",1-01-01,1,20,3,0,0,0,0,0,0,0.202020202020202,0.107142857142857,0,0,0.309163059163059,0,0,0,0,0.309163059163059,0.0595230403332749,"RBI"
"B23-12297",1-01-01,1,17,3,1,1,0,0,0,0,0.171717171717172,0.107142857142857,0.0344827586206897,0.000590667454223272,0.313490454344274,0,0,0,0,0.313490454344274,0.0604457258729796,"RBI"
"B23-12298",1-01-01,1,16,5,1,1,0,0,0,0,0.161616161616162,0.178571428571429,0.0344827586206897,0.000590667454223272,0.374818015671836,0,0,0,0,0.374818015671836,0.0735219649620119,"RBI"
"B23-12299",1-01-01,1,16,1,1,1,0,0,0,0,0.161616161616162,0.0357142857142857,0.0344827586206897,0.000590667454223272,0.231960872814693,0,0,0,0,0.231960872814693,0.0430620197899132,"RBI"
"B23-12300",1-01-01,1,16,0,2,4,0,0,0,0,0.161616161616162,0,0.0689655172413793,0.00236266981689309,0.231172346311764,0,0,0,0,0.231172346311764,0.0428938904715915,"RBI"
"B23-12301",1-01-01,1,19,3,2,6,0,0,0,0,0.191919191919192,0.107142857142857,0.0689655172413793,0.00354400472533963,0.368913567484763,0,0,0,0,0.368913567484763,0.0722630207856638,"RBI"
"B23-12302",1-01-01,1,16,2,3,8,0,0,0,0,0.161616161616162,0.0714285714285714,0.103448275862069,0.00472533963378618,0.337674343815249,0,0,0,0,0.337674343815249,0.0656022055043174,"RBI"
"B23-12304",1-01-01,1,5,0,1,1,0,0,0,-0.1,0.0505050505050505,0,0.0344827586206897,0.000590667454223272,0.085135475989296,0,0,0,0,-0.014864524010704,-0.00956599659076845,"RBI"
"B23-12305",1-01-01,1,20,1,1,2,0,0,0,0,0.202020202020202,0.0357142857142857,0.0344827586206897,0.00118133490844654,0.272512580082289,0,0,0,0,0.272512580082289,0.051708439249955,"RBI"
"B23-12306",1-01-01,1,7,0,1,1,0,0,0,0,0.0707070707070707,0,0.0344827586206897,0.000590667454223272,0.105337496191316,0,0,0,0,0.105337496191316,0.0160634320237348,"RBI"
"B23-12307",1-01-01,1,6,0,0,0,0,0,0,0,0.0606060606060606,0,0,0,0.0606060606060606,0,0,0,0,0.0606060606060606,0.00652581249596175,"RBI"
"B23-12308",1-01-01,1,9,0,0,0,0,0,0,0,0.0909090909090909,0,0,0,0.0909090909090909,0,0,0,0,0.0909090909090909,0.012987012987013,"RBI"
"B23-12309",1-01-01,1,4,0,0,0,0,0,0,0,0.0404040404040404,0,0,0,0.0404040404040404,0,0,0,0,0.0404040404040404,0.00221834550192759,"RBI"
"B23-12310",1-01-01,1,7,1,0,0,0,0,0,0,0.0707070707070707,0.0357142857142857,0,0,0.106421356421356,0,0,0,0,0.106421356421356,0.0162945322860035,"RBI"
"B23-12311",1-01-01,1,7,0,2,2,0,0,0,0,0.0707070707070707,0,0.0689655172413793,0.00118133490844654,0.139967921675562,0,0,0,0,0.139967921675562,0.0234473180544908,"RBI"
"B23-12312",1-01-01,1,10,1,2,5,0,0,0,0,0.101010101010101,0.0357142857142857,0.0689655172413793,0.00295333727111636,0.206428238283545,0,0,0,0,0.206428238283545,0.0376179612544872,"RBI"
"B23-12313",1-01-01,1,7,1,0,0,0,0,0,0,0.0707070707070707,0.0357142857142857,0,0,0.106421356421356,0,0,0,0,0.106421356421356,0.0162945322860035,"RBI"
"B23-12315",1-01-01,1,19,0,2,2,0,0,0,0,0.191919191919192,0,0.0689655172413793,0.00118133490844654,0.261180042887683,0,0,0,0,0.261180042887683,0.0492921200186957,"RBI"
"B23-12316",1-01-01,1,11,1,0,0,0,0,0,0,0.111111111111111,0.0357142857142857,0,0,0.146825396825397,0,0,0,0,0.146825396825397,0.0249094662740718,"RBI"
"B23-12317",1-01-01,1,12,1,3,3,0,0,0,0,0.121212121212121,0.0357142857142857,0.103448275862069,0.00177200236266982,0.260817683379143,0,0,0,0,0.260817683379143,0.0492148578633568,"RBI"
"B23-12318",1-01-01,1,10,0,2,39,0,0,0,0,0.101010101010101,0,0.0689655172413793,0.0230360307147076,0.175734625930157,0,0,0,0,0.175734625930157,0.0310734810085623,"RBI"
"B23-12319",1-01-01,1,6,1,0,0,0,0,0,0,0.0606060606060606,0.0357142857142857,0,0,0.0963203463203463,0,0,0,0,0.0963203463203463,0.0141407987889864,"RBI"
"B23-12320",1-01-01,1,12,2,2,2,0,0,0,0,0.121212121212121,0.0714285714285714,0.0689655172413793,0.00118133490844654,0.261901543609184,0,0,0,0,0.261901543609184,0.0494459581256255,"RBI"
"B23-12321",1-01-01,1,8,1,0,0,0,0,0,0,0.0808080808080808,0.0357142857142857,0,0,0.116522366522367,0,0,0,0,0.116522366522367,0.0184482657830206,"RBI"
"B23-12322",1-01-01,1,1,0,0,0,0,0,0,0,0.0101010101010101,0,0,0,0.0101010101010101,0,0,0,0,0.0101010101010101,-0.00424285498912364,"RBI"
"B23-12323",1-01-01,1,11,0,2,2,0,0,0,0,0.111111111111111,0,0.0689655172413793,0.00118133490844654,0.180371962079602,0,0,0,0,0.180371962079602,0.0320622520425591,"RBI"
"B23-12324",1-01-01,1,3,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0.0303030303030303,0,0,0,0,0.0303030303030303,6.46120049105128e-05,"RBI"
"B23-12325",1-01-01,1,7,1,0,0,0,0,0,0,0.0707070707070707,0.0357142857142857,0,0,0.106421356421356,0,0,0,0,0.106421356421356,0.0162945322860035,"RBI"
"B23-12326",1-01-01,1,10,0,0,0,0,0,0,0,0.101010101010101,0,0,0,0.101010101010101,0,0,0,0,0.101010101010101,0.0151407464840301,"RBI"
"B23-12327",1-01-01,1,8,0,1,1,0,0,0,0,0.0808080808080808,0,0.0344827586206897,0.000590667454223272,0.115438506292326,0,0,0,0,0.115438506292326,0.0182171655207519,"RBI"
"B23-12328",1-01-01,1,4,1,0,0,0,0,0,0,0.0404040404040404,0.0357142857142857,0,0,0.0761183261183261,0,0,0,0,0.0761183261183261,0.00983333179495226,"RBI"
"B23-12329",1-01-01,1,7,1,0,2,0,0,0,0,0.0707070707070707,0.0357142857142857,0,0.00118133490844654,0.106716690148468,0,0,0,0,0.106716690148468,0.0163575032299505,"RBI"
"B23-12330",1-01-01,1,2,0,0,0,0,0,0,0,0.0202020202020202,0,0,0,0.0202020202020202,0,0,0,0,0.0202020202020202,-0.00208912149210657,"RBI"
"B23-12331",1-01-01,1,13,0,1,1,0,0,0,0,0.131313131313131,0,0.0344827586206897,0.000590667454223272,0.165943556797377,0,0,0,0,0.165943556797377,0.0289858330058373,"RBI"
"B23-12332",1-01-01,1,8,0,1,1,0,0,0,0,0.0808080808080808,0,0.0344827586206897,0.000590667454223272,0.115438506292326,0,0,0,0,0.115438506292326,0.0182171655207519,"RBI"
"B23-12333",1-01-01,1,8,0,0,0,0,0,0,0,0.0808080808080808,0,0,0,0.0808080808080808,0,0,0,0,0.0808080808080808,0.0108332794899959,"RBI"
"B23-12334",1-01-01,1,8,1,1,1,0,0,0,0,0.0808080808080808,0.0357142857142857,0.0344827586206897,0.000590667454223272,0.151152792006612,0,0,0,0,0.151152792006612,0.0258321518137766,"RBI"
"B23-12337",1-01-01,1,8,0,0,0,0,0,0,-0.1,0.0808080808080808,0,0,0,0.0808080808080808,0,0,0,0,-0.0191919191919192,-0.0104886821304732,"RBI"
"B23-12338",1-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639658848614072,"RBI"
"B23-12339",1-01-01,1,2,0,1,1,0,0,0,0,0.0202020202020202,0,0.0344827586206897,0.000590667454223272,0.0548324456862657,0,0,0,0,0.0548324456862657,0.0052947645386494,"RBI"
"B23-12340",1-01-01,1,3,0,0,0,0,0,0,0,0.0303030303030303,0,0,0,0.0303030303030303,0,0,0,0,0.0303030303030303,6.46120049105128e-05,"RBI"
"B23-12341",1-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639658848614072,"RBI"
"B23-12342",1-01-01,1,15,1,2,2,0,0,0,-0.1,0.151515151515152,0.0357142857142857,0.0689655172413793,0.00118133490844654,0.256490288197928,0,0,0,0,0.156490288197928,0.026970210703183,"RBI"
"B23-12343",1-01-01,1,8,0,0,0,0,0,0,0,0.0808080808080808,0,0,0,0.0808080808080808,0,0,0,0,0.0808080808080808,0.0108332794899959,"RBI"
"B23-12344",1-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00639658848614072,"RBI"
"B23-12345",1-01-01,1,39,8,7,31,0,0,0,0,0.393939393939394,0.285714285714286,0.241379310344828,0.0183106910809214,0.925610662768738,0,0,0,0,0.925610662768738,0.190961761784379,"RBI"
"B23-12346",1-01-01,1,55,5,6,32,0,0,0,-0.1,0.555555555555556,0.178571428571429,0.206896551724138,0.0189013585351447,0.945748875484908,0,0,0,0,0.845748875484908,0.1739336621503,"RBI"
"B23-12347",1-01-01,1,72,6,13,54,0,0,0,-0.1,0.727272727272727,0.214285714285714,0.448275862068966,0.0318960425280567,1.39780831425942,0,0,0,0,1.29780831425942,0.27032160218751,"RBI"
"B23-12349",1-01-01,1,31,6,2,6,0,0,0,0,0.313131313131313,0.214285714285714,0.0689655172413793,0.00354400472533963,0.597268545839742,0,0,0,0,0.597268545839742,0.120952781628943,"RBI"
"B23-12350",1-01-01,1,73,3,20,126,0,0,0,-0.2,0.737373737373737,0.107142857142857,0.689655172413793,0.0744240992321323,1.55277779173842,0,0,0,0,1.35277779173842,0.282042173078555,"RBI"
"B23-12351",1-01-01,1,27,2,3,10,0,0,0,-0.1,0.272727272727273,0.0714285714285714,0.103448275862069,0.00590667454223272,0.449080788653471,0,0,0,0,0.349080788653471,0.0680342832949832,"RBI"
"B23-12352",1-01-01,1,77,5,21,224,0,0,0,-0.2,0.777777777777778,0.178571428571429,0.724137931034483,0.132309509746013,1.71356451482019,0,0,0,0,1.51356451482019,0.31632505646486,"RBI"
"B23-12353",1-01-01,1,59,8,9,11,0,0,0,0,0.595959595959596,0.285714285714286,0.310344827586207,0.006497341996456,1.1936430447592,0,0,0,0,1.1936430447592,0.248111523402815,"RBI"
"B23-12354",1-01-01,1,42,5,4,10,0,0,0,0,0.424242424242424,0.178571428571429,0.137931034482759,0.00590667454223272,0.74222155593217,0,0,0,0,0.74222155593217,0.151859606808565,"RBI"
"B23-12355",1-01-01,1,62,7,8,18,0,0,0,0,0.626262626262626,0.25,0.275862068965517,0.0106320141760189,1.15478269877215,0,0,0,0,1.15478269877215,0.239825735345874,"RBI"
"B23-12356",1-01-01,1,69,6,20,116,0,0,5,-0.1,0.696969696969697,0.214285714285714,0.689655172413793,0.0685174246898996,1.61803993984168,0,0,0.759835685651593,0.759835685651593,3.03771131114486,0.641303051416815,"RBI"
"B23-12357",1-01-01,1,35,5,8,15,0,0,0,0,0.353535353535354,0.178571428571429,0.275862068965517,0.00886001181334909,0.810183854025637,0,0,0,0,0.810183854025637,0.166350501924443,"RBI"
"B23-12358",1-01-01,1,47,3,5,10,0,0,4,0,0.474747474747475,0.107142857142857,0.172413793103448,0.00590667454223272,0.755780793629338,0,0,0.718608223926169,0.718608223926169,2.19299724148168,0.461193441680528,"RBI"
"B23-12359",1-01-01,1,52,6,8,12,0,0,0,0,0.525252525252525,0.214285714285714,0.275862068965517,0.00708800945067927,1.01717231086643,0,0,0,0,1.01717231086643,0.210484501250837,"RBI"
"B23-12360",1-01-01,1,5,1,3,19,0,0,0,-0.1,0.0505050505050505,0.0357142857142857,0.103448275862069,0.0112226816302422,0.192473282488966,0,0,0,0,0.0924732824889657,0.0133205293153445,"RBI"
"B23-12363",1-01-01,1,8,2,3,47,1,0,0,-0.2,0.0808080808080808,0.0714285714285714,0.103448275862069,0.0277613703484938,0.262625270685845,0.214429589812531,0,0,0.214429589812531,0.491484450310907,0.0983975373797242,"RBI"
"B23-12364",1-01-01,1,11,4,2,521,11,0,0,-0.2,0.111111111111111,0.142857142857143,0.0689655172413793,0.307737743650325,0.399868207122214,0.390510653289516,0,0,0.390510653289516,0.980889513701247,0.202748297164445,"RBI"
"B23-12366",1-01-01,1,7,3,2,110,41,0,0,-0.2,0.0707070707070707,0.107142857142857,0.0689655172413793,0.06497341996456,0.263058800082447,0.542601111414361,0,0,0.542601111414361,1.14826102291117,0.238435186121784,"RBI"
"B23-12368",1-01-01,1,2,0,1,1,0,0,0,0,0.0202020202020202,0,0.0344827586206897,0.000590667454223272,0.0548324456862657,0,0,0,0,0.0548324456862657,0.0052947645386494,"RBI"
"B23-12369",1-01-01,1,5,1,2,18,0,0,0,-0.2,0.0505050505050505,0.0357142857142857,0.0689655172413793,0.0106320141760189,0.15784285700472,0,0,0,0,-0.0421571429952798,-0.0153853183358805,"RBI"
"B23-12545",1-01-01,1,18,8,3,11,0,0,0,0,0.181818181818182,0.285714285714286,0.103448275862069,0.006497341996456,0.572605078893651,0,0,0,0,0.572605078893651,0.11569404667242,"RBI"
"B23-12590",1-01-01,1,32,4,5,12,0,0,0,0,0.323232323232323,0.142857142857143,0.172413793103448,0.00708800945067927,0.640275261555584,0,0,0,0,0.640275261555584,0.130122657048099,"RBI"
"B23-12591",1-01-01,1,74,8,21,83,0,0,0,0,0.747474747474748,0.285714285714286,0.724137931034483,0.0490253987005316,1.76958331389865,0,0,0,0,1.76958331389865,0.370913286545554,"RBI"
"B23-12630",1-01-01,1,18,2,2,2,0,0,0,0,0.181818181818182,0.0714285714285714,0.0689655172413793,0.00118133490844654,0.322507604215244,0,0,0,0,0.322507604215244,0.062368359107728,"RBI"
"B23-12684",1-01-01,1,14,1,0,0,0,0,0,-0.1,0.141414141414141,0.0357142857142857,0,0,0.177128427128427,0,0,0,0,0.0771284271284271,0.010048705144654,"RBI"
"B23-12709",1-01-01,1,50,6,17,243,0,0,0,-0.2,0.505050505050505,0.214285714285714,0.586206896551724,0.143532191376255,1.34142616373201,0,0,0,0,1.14142616373201,0.23697786007079,"RBI"
"B23-12783",1-01-01,1,49,6,0,0,0,0,0,-0.1,0.494949494949495,0.214285714285714,0,0,0.709235209235209,0,0,0,0,0.609235209235209,0.123504309005375,"RBI"
"B23-12793",1-01-01,1,14,1,0,0,0,0,0,0,0.141414141414141,0.0357142857142857,0,0,0.177128427128427,0,0,0,0,0.177128427128427,0.0313706667651231,"RBI"
"B23-12811",1-01-01,1,27,5,5,17,0,1,2,-0.1,0.272727272727273,0.178571428571429,0.172413793103448,0.0100413467217956,0.626222831082598,0,0.438691337650831,0.604275079471354,1.04296641712218,2.61215566532697,0.550566239941784,"RBI"
"B23-12841",1-01-01,1,35,6,13,43,0,0,0,0,0.353535353535354,0.214285714285714,0.448275862068966,0.0253987005316007,1.02244660502293,0,0,0,0,1.02244660502293,0.211609084226638,"RBI"
"B23-12976",1-01-01,1,12,4,1,89,0,0,1,-0.1,0.121212121212121,0.142857142857143,0.0344827586206897,0.0525694034258712,0.311694373546422,0,0,0.508132748154615,0.508132748154615,1.22795986985565,0.255428543679243,"RBI"
"B23-12979",1-01-01,1,36,12,3,1085,0,0,0,0,0.363636363636364,0.428571428571429,0.103448275862069,0.64087418783225,1.05587461502792,0,0,0,0,1.05587461502792,0.218736591690389,"RBI"
"B23-B1",1-01-01,1,64,14,6,23,0,2,3,0,0.646464646464647,0.5,0.206896551724138,0.0135853514471353,1.35675753605057,0,0.521694860024429,0.668740304976422,1.19043516500085,3.73762786605227,0.790538990629482,"RBI"
"B23-SONGS Unit 2",1-01-01,1,47,6,9,20,0,0,1,0,0.474747474747475,0.214285714285714,0.310344827586207,0.0118133490844654,1.00233135389051,0,0,0.508132748154615,0.508132748154615,2.01859685019974,0.424007857185446,"RBI"
"B94-0009",1-01-01,1,123,20,27,206,0,0,0,0,1.24242424242424,0.714285714285714,0.931034482758621,0.121677495569994,2.91816381336108,0,0,0,0,2.91816381336108,0.615813179821125,"RBI"
"B94-0016",1-01-01,1,101,13,23,104,0,0,0,-0.1,1.02020202020202,0.464285714285714,0.793103448275862,0.0614294152392203,2.2929485365734,0,0,0,0,2.1929485365734,0.461183056838678,"RBI"
"B94-0032",1-01-01,1,62,8,11,16,0,0,0,0,0.626262626262626,0.285714285714286,0.379310344827586,0.00945067926757236,1.29364992662139,0,0,0,0,1.29364992662139,0.269434952371299,"RBI"
"B94-0038",1-01-01,1,85,14,14,76,0,0,0,-0.1,0.858585858585859,0.5,0.482758620689655,0.0448907265209687,1.85256716090576,0,0,0,0,1.75256716090576,0.367285108935129,"RBI"
"B94-0046",1-01-01,1,38,4,2,3,0,0,0,0,0.383838383838384,0.142857142857143,0.0689655172413793,0.00177200236266982,0.596104044527573,0,0,0,0,0.596104044527573,0.120704487106092,"RBI"
"B94-0059",1-01-01,1,64,7,18,45,0,0,0,0,0.646464646464647,0.25,0.620689655172414,0.0265800354400473,1.52379931049707,0,0,0,0,1.52379931049707,0.318507315671017,"RBI"
"B94-0060",1-01-01,1,88,17,13,50,0,0,0,-0.1,0.888888888888889,0.607142857142857,0.448275862068966,0.0295333727111636,1.9516909512785,0,0,0,0,1.8516909512785,0.38842024547516,"RBI"
"B94-0085",1-01-01,1,108,12,23,70,0,0,0,-0.1,1.09090909090909,0.428571428571429,0.793103448275862,0.0413467217956291,2.32292064820529,0,0,0,0,2.22292064820529,0.467573698977674,"RBI"
"B94-0103",1-01-01,1,92,13,17,87,0,0,0,0,0.929292929292929,0.464285714285714,0.586206896551724,0.0513880685174247,1.99263255725972,0,0,0,0,1.99263255725972,0.418471760609749,"RBI"
"B94-0112",1-01-01,1,70,7,17,50,0,0,0,-0.1,0.707070707070707,0.25,0.586206896551724,0.0295333727111636,1.55066094680022,0,0,0,0,1.45066094680022,0.302912781833736,"RBI"
"B94-0115",1-01-01,1,106,12,25,116,0,0,0,0,1.07070707070707,0.428571428571429,0.862068965517241,0.0685174246898996,2.37847682096822,0,0,0,0,2.37847682096822,0.500741326432455,"RBI"
"B94-0122",1-01-01,1,92,12,20,75,0,0,0,-0.1,0.929292929292929,0.428571428571429,0.689655172413793,0.0443000590667454,2.05859454504484,0,0,0,0,1.95859454504484,0.411214188708921,"RBI"
"B94-0136",1-01-01,1,56,7,6,9,0,0,0,-0.1,0.565656565656566,0.25,0.206896551724138,0.00531600708800945,1.02388211915271,0,0,0,0,0.923882119152706,0.190593202377976,"RBI"
"B94-0150",1-01-01,1,94,12,17,66,0,0,0,-0.1,0.94949494949495,0.428571428571429,0.586206896551724,0.038984051978736,1.97401928761279,0,0,0,0,1.87401928761279,0.393181084778846,"RBI"
"B94-0161",1-01-01,1,83,8,21,89,0,0,0,0,0.838383838383838,0.285714285714286,0.724137931034483,0.0525694034258712,1.86137840598907,0,0,0,0,1.86137840598907,0.390485800850549,"RBI"
"B94-0189",1-01-01,1,65,11,11,48,0,0,0,-0.1,0.656565656565657,0.392857142857143,0.379310344827586,0.0283520378027171,1.43582115370107,0,0,0,0,1.33582115370106,0.278426685224108,"RBI"
"B94-0228",1-01-01,1,61,7,7,13,0,0,0,-0.1,0.616161616161616,0.25,0.241379310344828,0.00767867690490254,1.10946059573267,0,0,0,0,1.00946059573267,0.208840212309738,"RBI"
"B94-0232",1-01-01,1,57,9,8,18,0,0,0,-0.1,0.575757575757576,0.321428571428571,0.275862068965517,0.0106320141760189,1.17570621969567,0,0,0,0,1.07570621969567,0.222965078826369,"RBI"
"B94-0234",1-01-01,1,88,17,17,58,0,0,0,-0.2,0.888888888888889,0.607142857142857,0.586206896551724,0.0342587123449498,2.09080332066971,0,0,0,0,1.89080332066971,0.396759769865609,"RBI"
"B94-0245",1-01-01,1,89,13,33,223,0,0,0,0,0.898989898989899,0.464285714285714,1.13793103448276,0.13171884229179,2.53413635833132,0,0,0,0,2.53413635833132,0.533930993247616,"RBI"
"B94-0252",1-01-01,1,44,7,8,23,0,0,0,0,0.444444444444444,0.25,0.275862068965517,0.0135853514471353,0.973702851271745,0,0,0,0,0.973702851271745,0.201215959759434,"RBI"
"B94-0255",1-01-01,1,50,6,13,39,0,0,0,-0.1,0.505050505050505,0.214285714285714,0.448275862068966,0.0230360307147076,1.17337108908386,0,0,0,0,1.07337108908386,0.222467183173531,"RBI"
"B94-0289",1-01-01,1,42,3,5,14,0,0,0,-0.1,0.424242424242424,0.107142857142857,0.172413793103448,0.00826934435912581,0.705866410578511,0,0,0,0,0.605866410578511,0.122786015048723,"RBI"
"B94-0297",1-01-01,1,60,16,10,30,0,0,0,0,0.606060606060606,0.571428571428571,0.344827586206897,0.0177200236266982,1.52674676960275,0,0,0,0,1.52674676960275,0.319135771770309,"RBI"
"B94-0334",1-01-01,1,75,5,16,44,0,0,0,-0.1,0.757575757575758,0.178571428571429,0.551724137931034,0.025989367985824,1.49436866607468,0,0,0,0,1.39436866607468,0.290910163342148,"RBI"
"B94-0360",1-01-01,1,65,7,13,38,0,0,0,0,0.656565656565657,0.25,0.448275862068966,0.0224453632604843,1.36045285944974,0,0,0,0,1.36045285944974,0.283678648070308,"RBI"
"B94-0365",1-01-01,1,71,4,19,60,0,0,0,-0.1,0.717171717171717,0.142857142857143,0.655172413793103,0.0354400472533963,1.52406128563531,0,0,0,0,1.42406128563531,0.297241212288979,"RBI"
"B94-0366",1-01-01,1,55,6,15,29,0,0,0,0,0.555555555555556,0.214285714285714,0.517241379310345,0.0171293561724749,1.29136498819473,0,0,0,0,1.29136498819473,0.268947758676915,"RBI"
"B94-0371",1-01-01,1,67,9,13,25,0,0,0,-0.1,0.676767676767677,0.321428571428571,0.448275862068966,0.0147666863555818,1.45016378185411,0,0,0,0,1.35016378185411,0.281484814894266,"RBI"
"B94-0381",1-01-01,1,30,3,6,11,0,0,0,0,0.303030303030303,0.107142857142857,0.206896551724138,0.006497341996456,0.618694047396412,0,0,0,0,0.618694047396412,0.125521118847849,"RBI"
"B94-0398",1-01-01,1,33,3,5,20,0,0,0,0,0.333333333333333,0.107142857142857,0.172413793103448,0.0118133490844654,0.615843320850755,0,0,0,0,0.615843320850755,0.12491328802788,"RBI"
"B94-0407",1-01-01,1,22,2,2,10,0,0,0,0,0.222222222222222,0.0714285714285714,0.0689655172413793,0.00590667454223272,0.364092979527731,0,0,0,0,0.364092979527731,0.0712351768715845,"RBI"
"B94-0446",1-01-01,1,57,6,14,29,0,0,0,-0.1,0.575757575757576,0.214285714285714,0.482758620689655,0.0171293561724749,1.27708424977606,0,0,0,0,1.17708424977606,0.244580863491698,"RBI"
"B94-0460",1-01-01,1,31,2,4,5,0,0,0,0,0.313131313131313,0.0714285714285714,0.137931034482759,0.00295333727111636,0.523229253360422,0,0,0,0,0.523229253360422,0.105166152102435,"RBI"
"B94-0474",1-01-01,1,22,2,3,14,0,0,0,0,0.222222222222222,0.0714285714285714,0.103448275862069,0.00826934435912581,0.399166405602644,0,0,0,0,0.399166405602644,0.078713519318261,"RBI"
"B94-0480",1-01-01,1,46,2,6,11,0,0,0,-0.1,0.464646464646465,0.0714285714285714,0.206896551724138,0.006497341996456,0.744595923298288,0,0,0,0,0.644595923298288,0.131043906886629,"RBI"
"B94-0499",1-01-01,1,44,3,7,13,0,0,0,-0.1,0.444444444444444,0.107142857142857,0.241379310344828,0.00767867690490254,0.794886281158355,0,0,0,0,0.694886281158355,0.141766797688349,"RBI"
"B94-0502",1-01-01,1,55,9,11,102,0,0,0,0,0.555555555555556,0.321428571428571,0.379310344827586,0.0602480803307738,1.27135649189441,0,0,0,0,1.27135649189441,0.264681554774927,"RBI"
"B94-0503",1-01-01,1,34,6,5,5,0,0,0,0,0.343434343434343,0.214285714285714,0.172413793103448,0.00295333727111636,0.730872185141285,0,0,0,0,0.730872185141285,0.149439698324368,"RBI"
"B94-0530",1-01-01,1,34,5,6,17,0,0,0,0,0.343434343434343,0.178571428571429,0.206896551724138,0.0100413467217956,0.731412660410359,0,0,0,0,0.731412660410359,0.149554938253808,"RBI"
"B94-0533",1-01-01,1,51,7,9,25,0,0,1,0,0.515151515151515,0.25,0.310344827586207,0.0147666863555818,1.07918801432662,0,0,0.508132748154615,0.508132748154615,2.09545351063585,0.440395204826407,"RBI"
"B94-0535",1-01-01,1,35,3,4,8,0,0,0,0,0.353535353535354,0.107142857142857,0.137931034482759,0.00472533963378618,0.599790580069416,0,0,0,0,0.599790580069416,0.121490528799449,"RBI"
"B94-0537",1-01-01,1,81,14,15,48,0,0,0,-0.2,0.818181818181818,0.5,0.517241379310345,0.0283520378027171,1.84251120694284,0,0,0,0,1.64251120694284,0.343819020670116,"RBI"
"B94-0540",1-01-01,1,61,15,9,20,0,0,0,0,0.616161616161616,0.535714285714286,0.310344827586207,0.0118133490844654,1.46517406673323,0,0,0,0,1.46517406673323,0.306007263695784,"RBI"
"B94-0542",1-01-01,1,36,5,7,7,0,0,0,0,0.363636363636364,0.178571428571429,0.241379310344828,0.00413467217956291,0.784620770597511,0,0,0,0,0.784620770597511,0.160899951086889,"RBI"
"B94-0552",1-01-01,1,25,5,4,12,0,0,5,0,0.252525252525253,0.178571428571429,0.137931034482759,0.00708800945067927,0.570799717942109,0,0,0.759835685651593,0.759835685651593,2.09047108924529,0.439332854849743,"RBI"
"B94-0560",1-01-01,1,24,7,4,11,0,0,1,0,0.242424242424242,0.25,0.137931034482759,0.006497341996456,0.631979612406115,0,0,0.508132748154615,0.508132748154615,1.64824510871534,0.345041601005404,"RBI"
"B94-0577",1-01-01,1,58,4,12,52,0,0,0,0,0.585858585858586,0.142857142857143,0.413793103448276,0.0307147076196102,1.15018750906891,0,0,0,0,1.15018750906891,0.238845950760961,"RBI"
"B94-0595",1-01-01,1,46,9,5,15,0,0,5,0,0.464646464646465,0.321428571428571,0.172413793103448,0.00886001181334909,0.960703832131822,0,0,0.759835685651593,0.759835685651593,2.48037520343501,0.522468060433903,"RBI"
"B94-0604",1-01-01,1,27,3,7,67,0,0,0,0,0.272727272727273,0.107142857142857,0.241379310344828,0.0395747194329592,0.631143120073197,0,0,0,0,0.631143120073197,0.128175505346097,"RBI"
"B94-0617",1-01-01,1,31,12,5,77,0,0,4,0,0.313131313131313,0.428571428571429,0.172413793103448,0.045481393975192,0.925486883299988,0,0,0.718608223926169,0.718608223926169,2.36270333115232,0.497378108987703,"RBI"
"B94-0621",1-01-01,1,71,12,16,60,0,0,0,0,0.717171717171717,0.428571428571429,0.551724137931034,0.0354400472533963,1.70632729548753,0,0,0,0,1.70632729548753,0.357425862577298,"RBI"
"B94-0652",1-01-01,1,75,15,16,116,0,0,0,0,0.757575757575758,0.535714285714286,0.551724137931034,0.0685174246898996,1.86214353739355,0,0,0,0,1.86214353739355,0.390648941874958,"RBI"
"B94-0661",1-01-01,1,66,4,13,67,0,0,0,-0.2,0.666666666666667,0.142857142857143,0.448275862068966,0.0395747194329592,1.26769335145101,0,0,0,0,1.06769335145101,0.221256578134545,"RBI"
